OBJECTID,ISO,NAME_0,ID_1,TYPE_1,version,admin1name
1,AFG,afghanistan,1,velayat,original,badakhshan
1,AFG,afghanistan,1,velayat,var,badahsan
1,AFG,afghanistan,1,velayat,var,badakhshanvelayat
1,AFG,afghanistan,1,velayat,var,badakhshan-velayat
1,AFG,afghanistan,1,velayat,var,badakhshan velayat
1,AFG,afghanistan,1,velayat,var,badahsanvelayat
1,AFG,afghanistan,1,velayat,var,badahsan-velayat
1,AFG,afghanistan,1,velayat,var,badahsan velayat
2,AFG,afghanistan,2,velayat,original,badghis
2,AFG,afghanistan,2,velayat,var,badghes
2,AFG,afghanistan,2,velayat,var,badghisat
2,AFG,afghanistan,2,velayat,var,badgis
2,AFG,afghanistan,2,velayat,var,badghisvelayat
2,AFG,afghanistan,2,velayat,var,badghis-velayat
2,AFG,afghanistan,2,velayat,var,badghis velayat
2,AFG,afghanistan,2,velayat,var,badghesvelayat
2,AFG,afghanistan,2,velayat,var,badghes-velayat
2,AFG,afghanistan,2,velayat,var,badghes velayat
2,AFG,afghanistan,2,velayat,var,badghisatvelayat
2,AFG,afghanistan,2,velayat,var,badghisat-velayat
2,AFG,afghanistan,2,velayat,var,badghisat velayat
2,AFG,afghanistan,2,velayat,var,badgisvelayat
2,AFG,afghanistan,2,velayat,var,badgis-velayat
2,AFG,afghanistan,2,velayat,var,badgis velayat
3,AFG,afghanistan,3,velayat,original,baghlan
3,AFG,afghanistan,3,velayat,var,baglan
3,AFG,afghanistan,3,velayat,var,bughlan
3,AFG,afghanistan,3,velayat,var,baghlanvelayat
3,AFG,afghanistan,3,velayat,var,baghlan-velayat
3,AFG,afghanistan,3,velayat,var,baghlan velayat
3,AFG,afghanistan,3,velayat,var,baglanvelayat
3,AFG,afghanistan,3,velayat,var,baglan-velayat
3,AFG,afghanistan,3,velayat,var,baglan velayat
3,AFG,afghanistan,3,velayat,var,bughlanvelayat
3,AFG,afghanistan,3,velayat,var,bughlan-velayat
3,AFG,afghanistan,3,velayat,var,bughlan velayat
4,AFG,afghanistan,4,velayat,original,balkh
4,AFG,afghanistan,4,velayat,var,balh
4,AFG,afghanistan,4,velayat,var,mazar-i-sharif
4,AFG,afghanistan,4,velayat,var,mazar
4,AFG,afghanistan,4,velayat,var,balkhvelayat
4,AFG,afghanistan,4,velayat,var,balkh-velayat
4,AFG,afghanistan,4,velayat,var,balkh velayat
4,AFG,afghanistan,4,velayat,var,balhvelayat
4,AFG,afghanistan,4,velayat,var,balh-velayat
4,AFG,afghanistan,4,velayat,var,balh velayat
4,AFG,afghanistan,4,velayat,var,mazar-i-sharifvelayat
4,AFG,afghanistan,4,velayat,var,mazar-i-sharif-velayat
4,AFG,afghanistan,4,velayat,var,mazar-i-sharif velayat
4,AFG,afghanistan,4,velayat,var,mazar i sharif
4,AFG,afghanistan,4,velayat,var,mazarvelayat
4,AFG,afghanistan,4,velayat,var,mazar-velayat
4,AFG,afghanistan,4,velayat,var,mazar velayat
5,AFG,afghanistan,5,velayat,original,bamyan
5,AFG,afghanistan,5,velayat,var,bamyanvelayat
5,AFG,afghanistan,5,velayat,var,bamyan-velayat
5,AFG,afghanistan,5,velayat,var,bamyan velayat
6,AFG,afghanistan,6,velayat,original,daykundi
6,AFG,afghanistan,6,velayat,var,daykundivelayat
6,AFG,afghanistan,6,velayat,var,daykundi-velayat
6,AFG,afghanistan,6,velayat,var,daykundi velayat
7,AFG,afghanistan,7,velayat,original,farah
7,AFG,afghanistan,7,velayat,var,farahvelayat
7,AFG,afghanistan,7,velayat,var,farah-velayat
7,AFG,afghanistan,7,velayat,var,farah velayat
8,AFG,afghanistan,8,velayat,original,faryab
8,AFG,afghanistan,8,velayat,var,fariab
8,AFG,afghanistan,8,velayat,var,maimana
8,AFG,afghanistan,8,velayat,var,meymaneh
8,AFG,afghanistan,8,velayat,var,faryabvelayat
8,AFG,afghanistan,8,velayat,var,faryab-velayat
8,AFG,afghanistan,8,velayat,var,faryab velayat
8,AFG,afghanistan,8,velayat,var,fariabvelayat
8,AFG,afghanistan,8,velayat,var,fariab-velayat
8,AFG,afghanistan,8,velayat,var,fariab velayat
8,AFG,afghanistan,8,velayat,var,maimanavelayat
8,AFG,afghanistan,8,velayat,var,maimana-velayat
8,AFG,afghanistan,8,velayat,var,maimana velayat
8,AFG,afghanistan,8,velayat,var,meymanehvelayat
8,AFG,afghanistan,8,velayat,var,meymaneh-velayat
8,AFG,afghanistan,8,velayat,var,meymaneh velayat
9,AFG,afghanistan,9,velayat,original,ghazni
9,AFG,afghanistan,9,velayat,var,gazni
9,AFG,afghanistan,9,velayat,var,ghaznivelayat
9,AFG,afghanistan,9,velayat,var,ghazni-velayat
9,AFG,afghanistan,9,velayat,var,ghazni velayat
9,AFG,afghanistan,9,velayat,var,gaznivelayat
9,AFG,afghanistan,9,velayat,var,gazni-velayat
9,AFG,afghanistan,9,velayat,var,gazni velayat
10,AFG,afghanistan,10,velayat,original,ghor
10,AFG,afghanistan,10,velayat,var,gawr
10,AFG,afghanistan,10,velayat,var,ghore
10,AFG,afghanistan,10,velayat,var,ghour
10,AFG,afghanistan,10,velayat,var,ghur
10,AFG,afghanistan,10,velayat,var,ghorvelayat
10,AFG,afghanistan,10,velayat,var,ghor-velayat
10,AFG,afghanistan,10,velayat,var,ghor velayat
10,AFG,afghanistan,10,velayat,var,gawrvelayat
10,AFG,afghanistan,10,velayat,var,gawr-velayat
10,AFG,afghanistan,10,velayat,var,gawr velayat
10,AFG,afghanistan,10,velayat,var,ghorevelayat
10,AFG,afghanistan,10,velayat,var,ghore-velayat
10,AFG,afghanistan,10,velayat,var,ghore velayat
10,AFG,afghanistan,10,velayat,var,ghourvelayat
10,AFG,afghanistan,10,velayat,var,ghour-velayat
10,AFG,afghanistan,10,velayat,var,ghour velayat
10,AFG,afghanistan,10,velayat,var,ghurvelayat
10,AFG,afghanistan,10,velayat,var,ghur-velayat
10,AFG,afghanistan,10,velayat,var,ghur velayat
11,AFG,afghanistan,11,velayat,original,hilmand
11,AFG,afghanistan,11,velayat,var,girishk
11,AFG,afghanistan,11,velayat,var,hilmend
11,AFG,afghanistan,11,velayat,var,hilmandvelayat
11,AFG,afghanistan,11,velayat,var,hilmand-velayat
11,AFG,afghanistan,11,velayat,var,hilmand velayat
11,AFG,afghanistan,11,velayat,var,girishkvelayat
11,AFG,afghanistan,11,velayat,var,girishk-velayat
11,AFG,afghanistan,11,velayat,var,girishk velayat
11,AFG,afghanistan,11,velayat,var,hilmendvelayat
11,AFG,afghanistan,11,velayat,var,hilmend-velayat
11,AFG,afghanistan,11,velayat,var,hilmend velayat
12,AFG,afghanistan,12,velayat,original,hirat
12,AFG,afghanistan,12,velayat,var,hiratvelayat
12,AFG,afghanistan,12,velayat,var,hirat-velayat
12,AFG,afghanistan,12,velayat,var,hirat velayat
13,AFG,afghanistan,13,velayat,original,jawzjan
13,AFG,afghanistan,13,velayat,var,jaozjan
13,AFG,afghanistan,13,velayat,var,jozjan
13,AFG,afghanistan,13,velayat,var,juzjan
13,AFG,afghanistan,13,velayat,var,jouzjan
13,AFG,afghanistan,13,velayat,var,shibarghan
13,AFG,afghanistan,13,velayat,var,jawzjanvelayat
13,AFG,afghanistan,13,velayat,var,jawzjan-velayat
13,AFG,afghanistan,13,velayat,var,jawzjan velayat
13,AFG,afghanistan,13,velayat,var,jaozjanvelayat
13,AFG,afghanistan,13,velayat,var,jaozjan-velayat
13,AFG,afghanistan,13,velayat,var,jaozjan velayat
13,AFG,afghanistan,13,velayat,var,jozjanvelayat
13,AFG,afghanistan,13,velayat,var,jozjan-velayat
13,AFG,afghanistan,13,velayat,var,jozjan velayat
13,AFG,afghanistan,13,velayat,var,juzjanvelayat
13,AFG,afghanistan,13,velayat,var,juzjan-velayat
13,AFG,afghanistan,13,velayat,var,juzjan velayat
13,AFG,afghanistan,13,velayat,var,jouzjanvelayat
13,AFG,afghanistan,13,velayat,var,jouzjan-velayat
13,AFG,afghanistan,13,velayat,var,jouzjan velayat
13,AFG,afghanistan,13,velayat,var,shibarghanvelayat
13,AFG,afghanistan,13,velayat,var,shibarghan-velayat
13,AFG,afghanistan,13,velayat,var,shibarghan velayat
14,AFG,afghanistan,14,velayat,original,kabul
14,AFG,afghanistan,14,velayat,var,cabul
14,AFG,afghanistan,14,velayat,var,kabol
14,AFG,afghanistan,14,velayat,var,kaboul
14,AFG,afghanistan,14,velayat,var,kabulvelayat
14,AFG,afghanistan,14,velayat,var,kabul-velayat
14,AFG,afghanistan,14,velayat,var,kabul velayat
14,AFG,afghanistan,14,velayat,var,cabulvelayat
14,AFG,afghanistan,14,velayat,var,cabul-velayat
14,AFG,afghanistan,14,velayat,var,cabul velayat
14,AFG,afghanistan,14,velayat,var,kabolvelayat
14,AFG,afghanistan,14,velayat,var,kabol-velayat
14,AFG,afghanistan,14,velayat,var,kabol velayat
14,AFG,afghanistan,14,velayat,var,kaboulvelayat
14,AFG,afghanistan,14,velayat,var,kaboul-velayat
14,AFG,afghanistan,14,velayat,var,kaboul velayat
15,AFG,afghanistan,15,velayat,original,kandahar
15,AFG,afghanistan,15,velayat,var,qandahar
15,AFG,afghanistan,15,velayat,var,kandaharvelayat
15,AFG,afghanistan,15,velayat,var,kandahar-velayat
15,AFG,afghanistan,15,velayat,var,kandahar velayat
15,AFG,afghanistan,15,velayat,var,qandaharvelayat
15,AFG,afghanistan,15,velayat,var,qandahar-velayat
15,AFG,afghanistan,15,velayat,var,qandahar velayat
16,AFG,afghanistan,16,velayat,original,kapisa
16,AFG,afghanistan,16,velayat,var,kapesa
16,AFG,afghanistan,16,velayat,var,kapisavelayat
16,AFG,afghanistan,16,velayat,var,kapisa-velayat
16,AFG,afghanistan,16,velayat,var,kapisa velayat
16,AFG,afghanistan,16,velayat,var,kapesavelayat
16,AFG,afghanistan,16,velayat,var,kapesa-velayat
16,AFG,afghanistan,16,velayat,var,kapesa velayat
17,AFG,afghanistan,17,velayat,original,khost
17,AFG,afghanistan,17,velayat,var,khostvelayat
17,AFG,afghanistan,17,velayat,var,khost-velayat
17,AFG,afghanistan,17,velayat,var,khost velayat
18,AFG,afghanistan,18,velayat,original,kunar
18,AFG,afghanistan,18,velayat,var,konarha
18,AFG,afghanistan,18,velayat,var,kunarha
18,AFG,afghanistan,18,velayat,var,kunarvelayat
18,AFG,afghanistan,18,velayat,var,kunar-velayat
18,AFG,afghanistan,18,velayat,var,kunar velayat
18,AFG,afghanistan,18,velayat,var,konarhavelayat
18,AFG,afghanistan,18,velayat,var,konarha-velayat
18,AFG,afghanistan,18,velayat,var,konarha velayat
18,AFG,afghanistan,18,velayat,var,kunarhavelayat
18,AFG,afghanistan,18,velayat,var,kunarha-velayat
18,AFG,afghanistan,18,velayat,var,kunarha velayat
19,AFG,afghanistan,19,velayat,original,kunduz
19,AFG,afghanistan,19,velayat,var,kondoz
19,AFG,afghanistan,19,velayat,var,qonduz
19,AFG,afghanistan,19,velayat,var,qunduz
19,AFG,afghanistan,19,velayat,var,kunduzvelayat
19,AFG,afghanistan,19,velayat,var,kunduz-velayat
19,AFG,afghanistan,19,velayat,var,kunduz velayat
19,AFG,afghanistan,19,velayat,var,kondozvelayat
19,AFG,afghanistan,19,velayat,var,kondoz-velayat
19,AFG,afghanistan,19,velayat,var,kondoz velayat
19,AFG,afghanistan,19,velayat,var,qonduzvelayat
19,AFG,afghanistan,19,velayat,var,qonduz-velayat
19,AFG,afghanistan,19,velayat,var,qonduz velayat
19,AFG,afghanistan,19,velayat,var,qunduzvelayat
19,AFG,afghanistan,19,velayat,var,qunduz-velayat
19,AFG,afghanistan,19,velayat,var,qunduz velayat
20,AFG,afghanistan,20,velayat,original,laghman
20,AFG,afghanistan,20,velayat,var,lagman
20,AFG,afghanistan,20,velayat,var,laghmanvelayat
20,AFG,afghanistan,20,velayat,var,laghman-velayat
20,AFG,afghanistan,20,velayat,var,laghman velayat
20,AFG,afghanistan,20,velayat,var,lagmanvelayat
20,AFG,afghanistan,20,velayat,var,lagman-velayat
20,AFG,afghanistan,20,velayat,var,lagman velayat
21,AFG,afghanistan,21,velayat,original,logar
21,AFG,afghanistan,21,velayat,var,lawghar
21,AFG,afghanistan,21,velayat,var,loghar
21,AFG,afghanistan,21,velayat,var,logarvelayat
21,AFG,afghanistan,21,velayat,var,logar-velayat
21,AFG,afghanistan,21,velayat,var,logar velayat
21,AFG,afghanistan,21,velayat,var,lawgharvelayat
21,AFG,afghanistan,21,velayat,var,lawghar-velayat
21,AFG,afghanistan,21,velayat,var,lawghar velayat
21,AFG,afghanistan,21,velayat,var,logharvelayat
21,AFG,afghanistan,21,velayat,var,loghar-velayat
21,AFG,afghanistan,21,velayat,var,loghar velayat
22,AFG,afghanistan,22,velayat,original,nangarhar
22,AFG,afghanistan,22,velayat,var,ningrahar
22,AFG,afghanistan,22,velayat,var,eastern province
22,AFG,afghanistan,22,velayat,var,nangarharvelayat
22,AFG,afghanistan,22,velayat,var,nangarhar-velayat
22,AFG,afghanistan,22,velayat,var,nangarhar velayat
22,AFG,afghanistan,22,velayat,var,ningraharvelayat
22,AFG,afghanistan,22,velayat,var,ningrahar-velayat
22,AFG,afghanistan,22,velayat,var,ningrahar velayat
22,AFG,afghanistan,22,velayat,var,eastern provincevelayat
22,AFG,afghanistan,22,velayat,var,eastern province-velayat
22,AFG,afghanistan,22,velayat,var,eastern province velayat
22,AFG,afghanistan,22,velayat,var,easternprovince
23,AFG,afghanistan,23,velayat,original,nimroz
23,AFG,afghanistan,23,velayat,var,neemroze
23,AFG,afghanistan,23,velayat,var,nimrod
23,AFG,afghanistan,23,velayat,var,nimrooz
23,AFG,afghanistan,23,velayat,var,nimroze
23,AFG,afghanistan,23,velayat,var,chakhansur
23,AFG,afghanistan,23,velayat,var,nimrozvelayat
23,AFG,afghanistan,23,velayat,var,nimroz-velayat
23,AFG,afghanistan,23,velayat,var,nimroz velayat
23,AFG,afghanistan,23,velayat,var,neemrozevelayat
23,AFG,afghanistan,23,velayat,var,neemroze-velayat
23,AFG,afghanistan,23,velayat,var,neemroze velayat
23,AFG,afghanistan,23,velayat,var,nimrodvelayat
23,AFG,afghanistan,23,velayat,var,nimrod-velayat
23,AFG,afghanistan,23,velayat,var,nimrod velayat
23,AFG,afghanistan,23,velayat,var,nimroozvelayat
23,AFG,afghanistan,23,velayat,var,nimrooz-velayat
23,AFG,afghanistan,23,velayat,var,nimrooz velayat
23,AFG,afghanistan,23,velayat,var,nimrozevelayat
23,AFG,afghanistan,23,velayat,var,nimroze-velayat
23,AFG,afghanistan,23,velayat,var,nimroze velayat
23,AFG,afghanistan,23,velayat,var,chakhansurvelayat
23,AFG,afghanistan,23,velayat,var,chakhansur-velayat
23,AFG,afghanistan,23,velayat,var,chakhansur velayat
24,AFG,afghanistan,24,velayat,original,nuristan
24,AFG,afghanistan,24,velayat,var,nooristan
24,AFG,afghanistan,24,velayat,var,nuristao
24,AFG,afghanistan,24,velayat,var,nuristanvelayat
24,AFG,afghanistan,24,velayat,var,nuristan-velayat
24,AFG,afghanistan,24,velayat,var,nuristan velayat
24,AFG,afghanistan,24,velayat,var,nooristanvelayat
24,AFG,afghanistan,24,velayat,var,nooristan-velayat
24,AFG,afghanistan,24,velayat,var,nooristan velayat
24,AFG,afghanistan,24,velayat,var,nuristaovelayat
24,AFG,afghanistan,24,velayat,var,nuristao-velayat
24,AFG,afghanistan,24,velayat,var,nuristao velayat
25,AFG,afghanistan,25,velayat,original,paktika
25,AFG,afghanistan,25,velayat,var,paktiya
25,AFG,afghanistan,25,velayat,var,paktya
25,AFG,afghanistan,25,velayat,var,southern province
25,AFG,afghanistan,25,velayat,var,paktikavelayat
25,AFG,afghanistan,25,velayat,var,paktika-velayat
25,AFG,afghanistan,25,velayat,var,paktika velayat
25,AFG,afghanistan,25,velayat,var,paktiyavelayat
25,AFG,afghanistan,25,velayat,var,paktiya-velayat
25,AFG,afghanistan,25,velayat,var,paktiya velayat
25,AFG,afghanistan,25,velayat,var,paktyavelayat
25,AFG,afghanistan,25,velayat,var,paktya-velayat
25,AFG,afghanistan,25,velayat,var,paktya velayat
25,AFG,afghanistan,25,velayat,var,southern provincevelayat
25,AFG,afghanistan,25,velayat,var,southern province-velayat
25,AFG,afghanistan,25,velayat,var,southern province velayat
25,AFG,afghanistan,25,velayat,var,southernprovince
26,AFG,afghanistan,26,velayat,original,paktya
26,AFG,afghanistan,26,velayat,var,paktiya
26,AFG,afghanistan,26,velayat,var,southern province
26,AFG,afghanistan,26,velayat,var,paktyavelayat
26,AFG,afghanistan,26,velayat,var,paktya-velayat
26,AFG,afghanistan,26,velayat,var,paktya velayat
26,AFG,afghanistan,26,velayat,var,paktiyavelayat
26,AFG,afghanistan,26,velayat,var,paktiya-velayat
26,AFG,afghanistan,26,velayat,var,paktiya velayat
26,AFG,afghanistan,26,velayat,var,southern provincevelayat
26,AFG,afghanistan,26,velayat,var,southern province-velayat
26,AFG,afghanistan,26,velayat,var,southern province velayat
26,AFG,afghanistan,26,velayat,var,southernprovince
27,AFG,afghanistan,27,velayat,original,panjshir
27,AFG,afghanistan,27,velayat,var,panjshirvelayat
27,AFG,afghanistan,27,velayat,var,panjshir-velayat
27,AFG,afghanistan,27,velayat,var,panjshir velayat
28,AFG,afghanistan,28,velayat,original,parwan
28,AFG,afghanistan,28,velayat,var,charikar
28,AFG,afghanistan,28,velayat,var,parwanvelayat
28,AFG,afghanistan,28,velayat,var,parwan-velayat
28,AFG,afghanistan,28,velayat,var,parwan velayat
28,AFG,afghanistan,28,velayat,var,charikarvelayat
28,AFG,afghanistan,28,velayat,var,charikar-velayat
28,AFG,afghanistan,28,velayat,var,charikar velayat
29,AFG,afghanistan,29,velayat,original,samangan
29,AFG,afghanistan,29,velayat,var,samanganvelayat
29,AFG,afghanistan,29,velayat,var,samangan-velayat
29,AFG,afghanistan,29,velayat,var,samangan velayat
30,AFG,afghanistan,30,velayat,original,sari pul
30,AFG,afghanistan,30,velayat,var,sar-e pul
30,AFG,afghanistan,30,velayat,var,saripol
30,AFG,afghanistan,30,velayat,var,sari pulvelayat
30,AFG,afghanistan,30,velayat,var,sari pul-velayat
30,AFG,afghanistan,30,velayat,var,sari pul velayat
30,AFG,afghanistan,30,velayat,var,sar-e pulvelayat
30,AFG,afghanistan,30,velayat,var,sar-e pul-velayat
30,AFG,afghanistan,30,velayat,var,sar-e pul velayat
30,AFG,afghanistan,30,velayat,var,sar-epul
30,AFG,afghanistan,30,velayat,var,sar e pul
30,AFG,afghanistan,30,velayat,var,saripolvelayat
30,AFG,afghanistan,30,velayat,var,saripol-velayat
30,AFG,afghanistan,30,velayat,var,saripol velayat
31,AFG,afghanistan,31,velayat,original,takhar
31,AFG,afghanistan,31,velayat,var,takar
31,AFG,afghanistan,31,velayat,var,takharvelayat
31,AFG,afghanistan,31,velayat,var,takhar-velayat
31,AFG,afghanistan,31,velayat,var,takhar velayat
31,AFG,afghanistan,31,velayat,var,takarvelayat
31,AFG,afghanistan,31,velayat,var,takar-velayat
31,AFG,afghanistan,31,velayat,var,takar velayat
32,AFG,afghanistan,32,velayat,original,uruzgan
32,AFG,afghanistan,32,velayat,var,urozgan
32,AFG,afghanistan,32,velayat,var,uruzganvelayat
32,AFG,afghanistan,32,velayat,var,uruzgan-velayat
32,AFG,afghanistan,32,velayat,var,uruzgan velayat
32,AFG,afghanistan,32,velayat,var,urozganvelayat
32,AFG,afghanistan,32,velayat,var,urozgan-velayat
32,AFG,afghanistan,32,velayat,var,urozgan velayat
33,AFG,afghanistan,33,velayat,original,wardak
33,AFG,afghanistan,33,velayat,var,verdak
33,AFG,afghanistan,33,velayat,var,wardag
33,AFG,afghanistan,33,velayat,var,maiden
33,AFG,afghanistan,33,velayat,var,wardakvelayat
33,AFG,afghanistan,33,velayat,var,wardak-velayat
33,AFG,afghanistan,33,velayat,var,wardak velayat
33,AFG,afghanistan,33,velayat,var,verdakvelayat
33,AFG,afghanistan,33,velayat,var,verdak-velayat
33,AFG,afghanistan,33,velayat,var,verdak velayat
33,AFG,afghanistan,33,velayat,var,wardagvelayat
33,AFG,afghanistan,33,velayat,var,wardag-velayat
33,AFG,afghanistan,33,velayat,var,wardag velayat
33,AFG,afghanistan,33,velayat,var,maidenvelayat
33,AFG,afghanistan,33,velayat,var,maiden-velayat
33,AFG,afghanistan,33,velayat,var,maiden velayat
34,AFG,afghanistan,34,velayat,original,zabul
34,AFG,afghanistan,34,velayat,var,zubul
34,AFG,afghanistan,34,velayat,var,zaboul
34,AFG,afghanistan,34,velayat,var,zabulvelayat
34,AFG,afghanistan,34,velayat,var,zabul-velayat
34,AFG,afghanistan,34,velayat,var,zabul velayat
34,AFG,afghanistan,34,velayat,var,zubulvelayat
34,AFG,afghanistan,34,velayat,var,zubul-velayat
34,AFG,afghanistan,34,velayat,var,zubul velayat
34,AFG,afghanistan,34,velayat,var,zaboulvelayat
34,AFG,afghanistan,34,velayat,var,zaboul-velayat
34,AFG,afghanistan,34,velayat,var,zaboul velayat
35,AGO,angola,1,província,original,bengo
35,AGO,angola,1,província,var,bengoprovíncia
35,AGO,angola,1,província,var,bengo-província
35,AGO,angola,1,província,var,bengo província
36,AGO,angola,2,província,original,benguela
36,AGO,angola,2,província,var,benguella
36,AGO,angola,2,província,var,benguelaprovíncia
36,AGO,angola,2,província,var,benguela-província
36,AGO,angola,2,província,var,benguela província
36,AGO,angola,2,província,var,benguellaprovíncia
36,AGO,angola,2,província,var,benguella-província
36,AGO,angola,2,província,var,benguella província
37,AGO,angola,3,província,original,bie
37,AGO,angola,3,província,var,bieprovíncia
37,AGO,angola,3,província,var,bie-província
37,AGO,angola,3,província,var,bie província
38,AGO,angola,4,província,original,cabinda
38,AGO,angola,4,província,var,cabindaprovíncia
38,AGO,angola,4,província,var,cabinda-província
38,AGO,angola,4,província,var,cabinda província
39,AGO,angola,5,província,original,cuando cubango
39,AGO,angola,5,província,var,cuando cubangoprovíncia
39,AGO,angola,5,província,var,cuando cubango-província
39,AGO,angola,5,província,var,cuando cubango província
40,AGO,angola,6,província,original,cuanza norte
40,AGO,angola,6,província,var,cuanza-nord
40,AGO,angola,6,província,var,kwanza norte
40,AGO,angola,6,província,var,cuanza norteprovíncia
40,AGO,angola,6,província,var,cuanza norte-província
40,AGO,angola,6,província,var,cuanza norte província
40,AGO,angola,6,província,var,cuanza-nordprovíncia
40,AGO,angola,6,província,var,cuanza-nord-província
40,AGO,angola,6,província,var,cuanza-nord província
40,AGO,angola,6,província,var,cuanza nord
40,AGO,angola,6,província,var,kwanza norteprovíncia
40,AGO,angola,6,província,var,kwanza norte-província
40,AGO,angola,6,província,var,kwanza norte província
40,AGO,angola,6,província,var,kwanzanorte
41,AGO,angola,7,província,original,cuanza sul
41,AGO,angola,7,província,var,cuanza-sud
41,AGO,angola,7,província,var,kwanza sul
41,AGO,angola,7,província,var,cuanza sulprovíncia
41,AGO,angola,7,província,var,cuanza sul-província
41,AGO,angola,7,província,var,cuanza sul província
41,AGO,angola,7,província,var,cuanza-sudprovíncia
41,AGO,angola,7,província,var,cuanza-sud-província
41,AGO,angola,7,província,var,cuanza-sud província
41,AGO,angola,7,província,var,cuanza sud
41,AGO,angola,7,província,var,kwanza sulprovíncia
41,AGO,angola,7,província,var,kwanza sul-província
41,AGO,angola,7,província,var,kwanza sul província
41,AGO,angola,7,província,var,kwanzasul
42,AGO,angola,8,província,original,cunene
42,AGO,angola,8,província,var,cuneneprovíncia
42,AGO,angola,8,província,var,cunene-província
42,AGO,angola,8,província,var,cunene província
43,AGO,angola,9,província,original,huambo
43,AGO,angola,9,província,var,huamboprovíncia
43,AGO,angola,9,província,var,huambo-província
43,AGO,angola,9,província,var,huambo província
44,AGO,angola,10,província,original,huila
44,AGO,angola,10,província,var,huilaprovíncia
44,AGO,angola,10,província,var,huila-província
44,AGO,angola,10,província,var,huila província
45,AGO,angola,11,província,original,luanda
45,AGO,angola,11,província,var,loanda
45,AGO,angola,11,província,var,luandaprovíncia
45,AGO,angola,11,província,var,luanda-província
45,AGO,angola,11,província,var,luanda província
45,AGO,angola,11,província,var,loandaprovíncia
45,AGO,angola,11,província,var,loanda-província
45,AGO,angola,11,província,var,loanda província
46,AGO,angola,12,província,original,lunda norte
46,AGO,angola,12,província,var,lunda norteprovíncia
46,AGO,angola,12,província,var,lunda norte-província
46,AGO,angola,12,província,var,lunda norte província
47,AGO,angola,13,província,original,lunda sul
47,AGO,angola,13,província,var,lunda sulprovíncia
47,AGO,angola,13,província,var,lunda sul-província
47,AGO,angola,13,província,var,lunda sul província
48,AGO,angola,14,província,original,malanje
48,AGO,angola,14,província,var,malange
48,AGO,angola,14,província,var,malanjeprovíncia
48,AGO,angola,14,província,var,malanje-província
48,AGO,angola,14,província,var,malanje província
48,AGO,angola,14,província,var,malangeprovíncia
48,AGO,angola,14,província,var,malange-província
48,AGO,angola,14,província,var,malange província
49,AGO,angola,15,província,original,moxico
49,AGO,angola,15,província,var,moxicoprovíncia
49,AGO,angola,15,província,var,moxico-província
49,AGO,angola,15,província,var,moxico província
50,AGO,angola,16,província,original,namibe
50,AGO,angola,16,província,var,mocamedes
50,AGO,angola,16,província,var,mossamedes
50,AGO,angola,16,província,var,namibeprovíncia
50,AGO,angola,16,província,var,namibe-província
50,AGO,angola,16,província,var,namibe província
50,AGO,angola,16,província,var,mocamedesprovíncia
50,AGO,angola,16,província,var,mocamedes-província
50,AGO,angola,16,província,var,mocamedes província
50,AGO,angola,16,província,var,mossamedesprovíncia
50,AGO,angola,16,província,var,mossamedes-província
50,AGO,angola,16,província,var,mossamedes província
51,AGO,angola,17,província,original,uige
51,AGO,angola,17,província,var,uigeprovíncia
51,AGO,angola,17,província,var,uige-província
51,AGO,angola,17,província,var,uige província
52,AGO,angola,18,província,original,zaire
52,AGO,angola,18,província,var,zaireprovíncia
52,AGO,angola,18,província,var,zaire-província
52,AGO,angola,18,província,var,zaire província
53,AIA,anguilla,1,district,original,blowing point
53,AIA,anguilla,1,district,var,blowing pointdistrict
53,AIA,anguilla,1,district,var,blowing point-district
53,AIA,anguilla,1,district,var,blowing point district
54,AIA,anguilla,15,island,original,dog island
54,AIA,anguilla,15,island,var,dog islandisland
54,AIA,anguilla,15,island,var,dog island-island
54,AIA,anguilla,15,island,var,dog island island
54,AIA,anguilla,15,island,var,dog
55,AIA,anguilla,2,district,original,east end
55,AIA,anguilla,2,district,var,east enddistrict
55,AIA,anguilla,2,district,var,east end-district
55,AIA,anguilla,2,district,var,east end district
56,AIA,anguilla,3,district,original,george hill
56,AIA,anguilla,3,district,var,george hilldistrict
56,AIA,anguilla,3,district,var,george hill-district
56,AIA,anguilla,3,district,var,george hill district
57,AIA,anguilla,4,district,original,island harbour
57,AIA,anguilla,4,district,var,island harbourdistrict
57,AIA,anguilla,4,district,var,island harbour-district
57,AIA,anguilla,4,district,var,island harbour district
58,AIA,anguilla,5,district,original,north hill
58,AIA,anguilla,5,district,var,north hilldistrict
58,AIA,anguilla,5,district,var,north hill-district
58,AIA,anguilla,5,district,var,north hill district
59,AIA,anguilla,6,district,original,north side
59,AIA,anguilla,6,district,var,north sidedistrict
59,AIA,anguilla,6,district,var,north side-district
59,AIA,anguilla,6,district,var,north side district
60,AIA,anguilla,16,island,original,pricly pear cays
60,AIA,anguilla,16,island,var,pricly pear caysisland
60,AIA,anguilla,16,island,var,pricly pear cays-island
60,AIA,anguilla,16,island,var,pricly pear cays island
61,AIA,anguilla,7,district,original,sandy ground
61,AIA,anguilla,7,district,var,sandy grounddistrict
61,AIA,anguilla,7,district,var,sandy ground-district
61,AIA,anguilla,7,district,var,sandy ground district
62,AIA,anguilla,8,district,original,sandy hill
62,AIA,anguilla,8,district,var,sandy hilldistrict
