ISOALPHA,COUNTRYNM,NAME1,pop_size,overall_cvg,mean_age,perc_born_before_1980,perc_born_before_cessation,perc_susceptible,perc_foreign_born
CYP,cyprus,lefkosia,328010,80,35.368723514527,36.65394347733301,35.13850187494284,77.3145831895369,NA
CYP,cyprus,limassol,241843,80,35.5488312665655,37.8299144486299,36.318189900059124,76.55297660052183,NA
CYP,cyprus,occupied area,286151,80,31.816355700312073,28.51375672284912,27.1350440851159,82.48161553864917,NA
CYP,cyprus,pafos,102277,80,36.37493278058606,40.23915445310285,38.76746482591394,74.97172470838996,NA
CZE,czech republic,hlavni mesto praha,1321044,80,40.824739751287616,44.253090737325934,45.57571133134097,70.57632076448627,NA
CZE,czech republic,jihocesky,619652,80,40.78564823481567,46.83096318578816,48.168326738233716,68.9025282577963,NA
CZE,czech republic,jihomoravsky,1160005,80,40.68580868185913,45.716647773069944,47.04346964021707,69.62873600027586,NA
CZE,czech republic,karlovarsky,281053,80,40.5793675925893,46.73289379583211,48.12786200467527,68.92865228978164,NA
CZE,czech republic,kralovehradecky,531164,80,41.16291013698218,47.25757016665286,48.58307415412189,68.63476732609891,NA
CZE,czech republic,liberecky,425593,80,40.243593057216636,45.44712906462277,46.781596501822165,69.79780129842361,NA
CZE,czech republic,moravskoslezsky,1122956,80,40.570806425184955,46.702951852076126,48.08500065897506,68.95632357456569,NA
CZE,czech republic,olomoucky,599462,80,40.80551561233239,46.58590536180775,47.90648948557206,69.07157038811467,NA
CZE,czech republic,pardubicky,503650,80,40.61755385684503,46.103087461530826,47.4128462225752,69.39026647870546,NA
CZE,czech republic,plzensky,574683,80,40.9858669910194,46.72871826728823,48.06301909052469,68.97051487515726,NA
CZE,czech republic,stredocesky,1516881,80,39.89270549238866,44.46220896695259,45.85463197178948,70.39624959901272,NA
CZE,czech republic,ustecky,781233,80,40.08879041207937,45.62833367254071,46.98398557152604,69.66713891502279,NA
CZE,czech republic,vysocina,486853,80,40.6742959373774,46.487255906813765,47.819855274590076,69.12750143472466,NA
CZE,czech republic,zlinsky,549555,80,41.038633985679326,47.168090545987205,48.50731955855193,68.68367449299888,NA
DEU,germany,baden-wurttemberg,10656070,80,42.32207751075209,50.79625790746495,49.20772292224056,68.23149408140148,NA
DEU,germany,bayern,12871209,80,42.62478454821144,51.28146392463987,49.65148339988885,67.94500231703175,NA
DEU,germany,berlin,3350175,80,42.427860783391914,49.97103136403322,48.41744087995403,68.74170016790167,NA
DEU,germany,brandenburg,2414952,80,45.46986648181827,58.308430146851784,56.79023019919237,63.3362273834014,NA
DEU,germany,bremen,660860,80,43.43073722119662,51.67814665738584,50.16306025481947,67.61472829948853,NA
DEU,germany,hamburg,1754193,80,42.02152841791069,48.113713827383876,46.46188874314285,70.00420462742696,NA
DEU,germany,hessen,6066566,80,42.9472170911847,51.94703230789873,50.3115271473186,67.5188780736911,NA
DEU,germany,mecklenburg-vorpommern,1524389,80,45.18747445697916,57.472351217438586,56.07890112038332,63.79546143668053,NA
DEU,germany,niedersachsen,7790512,80,43.273571749841345,52.94808351492174,51.32075273101434,66.86732203685713,NA
DEU,germany,nordrhein-westfalen,17518556,80,43.051187466592566,52.31601737038144,50.699506283508754,67.26839874336675,NA
DEU,germany,rheinland-pfalz,4092334,80,43.453302443055726,53.47403706540083,51.907434730400794,66.48856013805326,NA
DEU,germany,saarland,960589,80,44.9521059474968,56.49639960482579,54.99965125563586,64.49222514936149,NA
DEU,germany,sachsen,3871319,80,45.94100059953726,57.194522073742824,55.81193903163238,63.96781216117813,NA
DEU,germany,sachsen-anhalt,2099153,80,46.3291065491653,58.97445302938852,57.518103730409365,62.86631223164771,NA
DEU,germany,schleswig-holstein,2866639,80,43.74354025742341,53.99932115623906,52.3279282811683,66.21708950167773,NA
DEU,germany,thuringen,2021526,80,45.693988353352864,57.61491071596407,56.19923760565039,63.71777220179211,NA
DJI,djibouti,ali sabieh,122724,90,23.509769890160033,14.433036732831395,16.68915615527525,87.87866588442358,NA
DJI,djibouti,arta,43599,90,23.508750200692678,14.430606206564372,16.686621252781027,87.88050698410514,NA
DJI,djibouti,dikhil,91512,90,23.509474167322317,14.432424162951307,16.688303173354313,87.87928540519276,NA
DJI,djibouti,djiboutii,489065,90,23.510341161195342,14.43440033533375,16.690460368253706,87.87771863453733,NA
DJI,djibouti,obock,55830,90,23.50994089199355,14.434175174637293,16.690309869245926,87.87782794196669,NA
DJI,djibouti,tadjoura,134881,90,23.51007184110438,14.434056687005581,16.68997115976305,87.87807394666409,NA
DMA,dominica,saint andrew,656777,80,31.85096996392992,29.82848059539235,31.1943627745795,79.86091939273147,NA
DMA,dominica,saint david,25351,80,28.870813774604553,25.325233718590983,26.368979527434817,82.97618681708808,NA
DMA,dominica,saint george,155333,80,31.37020143820051,30.210193584106403,31.45860828027528,79.69032249425427,NA
DMA,dominica,saint john,30371,80,33.87675743307761,35.15195416680386,36.449244344934314,76.4683678509104,NA
DMA,dominica,saint joseph,11561,80,33.67593633768705,33.846553066343745,35.221866620534556,77.26076290978287,NA
DMA,dominica,saint luke,1820,80,30.904120879120878,28.109890109890113,29.36263736263736,81.04348131868132,NA
DMA,dominica,saint mark,6096,80,28.69627624671916,24.43241469816273,25.354330708661415,83.63124409448818,NA
DMA,dominica,saint patrick,40637,80,31.001931737086892,29.679848414006937,30.816743361960775,80.10471048551813,NA
DMA,dominica,saint paul,19551,80,31.602398854278555,29.91355940872589,31.249552452559975,79.82528893662729,NA
DMA,dominica,saint peter,22683,80,36.52799453335097,40.42851474672663,42.0253052947141,72.86846290173258,NA
DNK,denmark,hovedstaden,1831995,92,39.0676055338579,43.52054454297091,40.45966282659069,69.96112793102603,NA
DNK,denmark,midtjylland,1312848,92,39.01618732709346,44.85472804163163,41.947887341108796,68.85621052246718,NA
DNK,denmark,nordjylland,574883,92,40.70473383279728,48.39509952459892,45.539353224917065,66.18976259169256,NA
DNK,denmark,sjaelland,815483,92,41.09023486694389,49.92023132303187,46.78908082694551,65.26191483084257,NA
DNK,denmark,syddanmark,1209929,92,40.381613714523745,47.8961823379719,44.94106678986949,66.63395437252929,NA
DOM,dominican republic,cibao nordeste,666434,80,30.10111879045787,27.34980508197361,28.562408280489894,81.56010921411571,NA
DOM,dominican republic,cibao noroeste,472164,80,29.975674765547563,26.95643886446235,28.16360417143196,81.81757714692353,NA
DOM,dominican republic,cibao norte,1517158,80,29.705538908933676,25.671235296521523,27.0073255389353,82.56407063206336,NA
DOM,dominican republic,cibao sur,721113,80,29.30812369212592,25.736437978513766,26.98303871931306,82.57975020281148,NA
DOM,dominican republic,el valle,268221,80,29.171461220411526,27.37570883711566,28.429765007214204,81.6457437113425,NA
DOM,dominican republic,enriquillo,439795,80,27.03875783035278,23.028592867131277,24.06925954137723,84.46088604008686,NA
DOM,dominican republic,higuamo,635596,80,28.237909772874595,24.39087093059113,25.559883951440852,83.49853892094978,NA
DOM,dominican republic,ozama,3939380,80,28.365418162248883,23.686641045037547,24.941772563195222,83.89759163320116,NA
DOM,dominican republic,valdesia,1123991,80,27.63630714124935,23.115505373263666,24.271617833238874,84.33024352686098,NA
DOM,dominican republic,yuma,814678,80,27.577263655088267,21.56626298979474,22.773586619498744,85.2973724784516,NA
DZA,algeria,adrar,579205,84.5,24.49469099886914,17.261176958071843,18.231092618330297,87.43868584490811,NA
DZA,algeria,ain defla,877125,84.5,26.960353427390622,19.845518027647145,20.956306113723812,85.56673233894827,NA
DZA,algeria,ain temouchent,418921,84.5,29.936584702127607,25.499318487256545,26.905788919629238,81.4664266074033,NA
DZA,algeria,alger,4205174,84.5,30.135018075351937,25.656774250007253,27.15193235761469,81.29859740548191,NA
DZA,algeria,annaba,804633,84.5,30.465951558039503,26.301556113159663,27.683676906117448,80.92280976991995,NA
DZA,algeria,batna,1423483,84.5,27.067824484029664,20.79325148245536,21.885235018612796,84.92631716936556,NA
DZA,algeria,bechar,321836,84.5,26.979741234666104,20.150262866801725,21.293515952224112,85.32372823301309,NA
DZA,algeria,bejaia,953040,84.5,29.933210043649794,23.831465625786954,25.056408964996223,82.75627559053136,NA
DZA,algeria,biskra,962212,84.5,25.67670482180642,18.646680773052093,19.68956945039139,86.43885082102489,NA
DZA,algeria,blida,1315640,84.5,28.062721565169802,22.17527591134353,23.474065853881,83.8183121971056,NA
DZA,algeria,bordj bou arreridj,709776,84.5,26.880665167602174,19.913465656770587,20.94519961227204,85.57734747328735,NA
DZA,algeria,bouira,755084,84.5,28.22383138829587,21.16172505310667,22.265893595944295,84.67222792325092,NA
DZA,algeria,boumerdes,1012929,84.5,28.431991284680368,22.094539696266967,23.30814894232468,83.94221062186983,NA
DZA,algeria,chlef,1158048,84.5,26.796163889579706,19.582176213766616,20.643876592334685,85.77872910604741,NA
DZA,algeria,constantine,1194893,84.5,29.34267210536843,24.74790629788609,26.066099642394757,82.04587728055985,NA
DZA,algeria,djelfa,1603451,84.5,23.81484809950538,15.984298865384721,16.856804479837546,88.38825296962614,NA
DZA,algeria,el bayadh,321999,84.5,26.289104935108494,19.01664290882891,20.12012459666024,86.15399585029768,NA
DZA,algeria,el oued,841229,84.5,23.877210010591646,16.03318478083851,16.92775688902784,88.3447191109674,NA
DZA,algeria,el tarf,467403,84.5,29.223400363283933,23.54858655164815,24.86381131486105,82.8679478347379,NA
DZA,algeria,ghardaia,442220,84.5,25.422833657455566,18.521640812265385,19.657093754239973,86.46122002396996,NA
DZA,algeria,guelma,532902,84.5,29.477727612206372,24.71583893473847,25.97584546501983,82.10792280306698,NA
DZA,algeria,illizi,84303,84.5,23.397714197596763,14.276123032395052,15.319502271568034,89.42806547097967,NA
DZA,algeria,jijel,695546,84.5,27.839772639049034,21.01638137520739,22.13719868995005,84.76311123031402,NA
DZA,algeria,khenchela,453706,84.5,26.983880530563845,20.50548152327719,21.65287653238,85.08355981582787,NA
DZA,algeria,laghouat,708704,84.5,25.412740015577732,18.171704971327944,19.228112159660448,86.75419675887254,NA
DZA,algeria,mascara,897967,84.5,28.035603758267285,22.06461930115472,23.25074306739557,83.98462119610186,NA
DZA,algeria,medea,837654,84.5,27.468407003368934,20.32378523829648,21.418986837047278,85.25021953025951,NA
DZA,algeria,mila,859442,84.5,27.47277710421413,21.422946516460676,22.54441835516533,84.46917916741327,NA
DZA,algeria,mostaganem,853368,84.5,27.506706368178794,21.100064684872176,22.23926840472106,84.67324119793571,NA
DZA,algeria,msila,1242247,84.5,25.398865926019543,17.80001883683358,18.745531283231113,87.08659108405978,NA
DZA,algeria,naama,338865,84.5,26.649113953934457,19.191300370353975,20.29935224942086,86.02514719490063,NA
DZA,algeria,oran,2100363,84.5,29.128679185455084,24.30032332506333,25.671752930326807,82.30641256782756,NA
DZA,algeria,ouargla,742703,84.5,24.430138965373775,16.51901231043903,17.49418004235879,87.9390828624632,NA
DZA,algeria,oum el bouaghi,743379,84.5,27.200503377146784,21.277706257507948,22.39463315482412,84.56680715355155,NA
DZA,algeria,relizane,809825,84.5,27.313686907665236,20.55068687679437,21.655592257586516,85.08360402778378,NA
DZA,algeria,saida,392525,84.5,27.994913699764346,21.18346602127253,22.364333481943827,84.59991533023374,NA
DZA,algeria,setif,1686448,84.5,27.145541101771297,20.489620788782105,21.580576454180623,85.13214550368585,NA
DZA,algeria,sidi bel abbes,690613,84.5,29.420267935877256,24.18158939956242,25.507889367851455,82.43607892669266,NA
DZA,algeria,skikda,1021972,84.5,28.554835161824393,22.323566594779507,23.52974445483829,83.7989783892318,NA
DZA,algeria,souk ahras,534368,84.5,28.67248132373196,23.09363584645787,24.296739325708124,83.26772710753639,NA
DZA,algeria,tamanrasset,230405,84.5,23.489661682689178,15.630910787526314,16.65354484494694,88.51112902758187,NA
DZA,algeria,tebessa,764743,84.5,27.008693116511036,20.618325372053096,21.747541330878477,85.01769802639579,NA
DZA,algeria,tiaret,1096594,84.5,26.98019230453568,20.271677576204137,21.408014269638535,85.26000371167451,NA
DZA,algeria,tindouf,96051,84.5,25.229752943748633,17.618556808362225,18.80167827508303,87.02465220976356,NA
DZA,algeria,tipaza,681912,84.5,28.424960258801722,22.407935334764602,23.74303429181478,83.643756445113155,NA
DZA,algeria,tissemsilt,624649,84.5,27.017363351258066,19.505386224903905,20.611863622610457,85.8121795984625,NA
DZA,algeria,tizi ouzou,1108821,84.5,31.29751195188403,25.493889455556847,26.78993273035053,81.58040194639172,NA
DZA,algeria,tlemcen,1056527,84.5,29.75681880349485,25.32936687846122,26.625954660884197,81.6630889688574,NA
ECU,ecuador,azuay,819982,86.5,28.92516360115222,25.00891482983773,26.040132588276325,81.94795457949077,NA
ECU,ecuador,bolivar,4523510,86.5,27.144702012375344,22.401281305888567,23.63133495891465,83.6734910894416,NA
ECU,ecuador,canar,235181,86.5,28.669735225209518,25.477313218329712,26.438870486986616,81.65319482866387,NA
ECU,ecuador,carchi,169685,86.5,29.81502195244129,26.89017886083036,28.091699325220258,80.52330456433981,NA
ECU,ecuador,chimborazo,502578,86.5,29.325206236643865,26.65886688235458,27.664641110434594,80.80835311533731,NA
ECU,ecuador,cotopaxi,463652,86.5,28.120675636037372,24.245339176796392,25.242638875708508,82.4958843442927,NA
ECU,ecuador,el oro,662371,86.5,28.861204672306005,25.098200253332347,26.28599380105711,81.81566887741161,NA
ECU,ecuador,esmeraldas,645532,86.5,25.855795684799514,21.100890428359865,22.09634843818742,84.71892046869868,NA
ECU,ecuador,galapagos,33284,86.5,28.894604013940633,23.574089652685974,25.019829347434204,82.73145108760967,NA
ECU,ecuador,guayas,4196123,86.5,28.768509526531993,24.99594983273846,26.20371709790204,81.88335029263918,NA
ECU,ecuador,imbabura,445601,86.5,28.949803748196256,25.645633649834714,26.742040525043702,81.4603901607043,NA
ECU,ecuador,loja,479005,86.5,29.51747580922955,27.12773353096523,28.12951848101794,80.48304519159508,NA
ECU,ecuador,los rios,1271780,86.5,29.128064209218575,26.52477629778735,27.73680982559877,80.81536092327289,NA
ECU,ecuador,manabi,1528857,86.5,28.28248685128825,24.530652637885687,25.68391942477289,82.22436837127344,NA
ECU,ecuador,morona santiago,185386,86.5,23.291006332732785,17.240784093728763,18.099532866559503,87.480321291791185,NA
ECU,ecuador,napo,163587,86.5,24.19362785551419,17.914870986080803,18.834993000666312,86.98454680995434,NA
ECU,ecuador,orellana,215173,86.5,23.59576712691648,16.33569267519624,17.29213237720346,88.06329111459151,NA
ECU,ecuador,pastaza,112200,86.5,24.6776247771836,18.395900178253118,19.32691622103387,86.6355477540107,NA
ECU,ecuador,pichincha,3072046,86.5,29.293945142748512,25.175111310182203,26.37222880126144,81.757503314729007,NA
ECU,ecuador,santa elena,390328,86.5,26.982394294029636,22.11575905392388,23.23251214363305,83.93049113822222,NA
ECU,ecuador,santo domingo de los tsachilas,461331,86.5,26.61786873199503,21.382781560311358,22.47444893146136,84.46208510375413,NA
ECU,ecuador,sucumbios,237735,86.5,24.9174311733653,18.458283382758115,19.51214587671146,86.52576301343933,NA
ECU,ecuador,tungurahua,557302,86.5,30.198728875905704,27.111296926980344,28.259399750942936,80.41154194494187,NA
ECU,ecuador,zamora chinchipe,105709,86.5,25.06481472722285,19.672875535668673,20.626436727241767,85.72991249562479,NA
ECU,ecuador,zona no delimitado,37142,86.5,26.074363254536642,21.239028592967532,22.242744063324537,84.61313771471649,NA
EGY,egypt,6 october,2719170,84.5,23.865517786677554,16.145537057263795,20.461023032763677,85.84230845243216,NA
EGY,egypt,ad daqahliyah,6345915,84.5,26.237265232830882,21.024113937863966,26.046100522934836,81.98430526633275,NA
EGY,egypt,al isma`iliyah,1253403,84.5,25.370655726849225,19.282656894869408,23.91122408355493,83.45575835242137,NA
EGY,egypt,al minufiyah,4189495,84.5,25.730077252747645,19.87359335671722,24.531639254850525,83.03467500082947,NA
EGY,egypt,al qalyubiyah,5468245,84.5,25.25079893091842,18.44804685964144,23.25097723309764,83.90959625163102,NA
EGY,egypt,al wadi al jadid,236553,84.5,25.52491830583421,18.878137246198527,24.115356812215445,83.31983983969765,NA
EGY,egypt,alexandria,5121015,84.5,28.472181784275186,24.591394479414724,29.928918388249205,79.29521580639775,NA
EGY,egypt,assiout,4515070,84.5,23.56565568197171,16.97204251539843,20.870972100100328,85.57302717738595,NA
EGY,egypt,aswan,1507032,84.5,25.65859849027758,19.198981839801675,23.84001136007729,83.51634203653273,NA
EGY,egypt,behera,6154743,84.5,25.584167527384977,18.993696406170006,23.795385120061066,83.53524494611717,NA
EGY,egypt,beni suef,3030733,84.5,23.858306224929745,17.226684105792227,21.241052907003024,85.32000678779687,NA
EGY,egypt,cairo,7209580,84.5,28.839744478873943,25.47646326138277,30.692686675229346,78.77783351002417,NA
EGY,egypt,damietta,1444124,84.5,26.238299481207985,20.644335250989528,25.86460719439605,82.1066487668649,NA
EGY,egypt,fayoum,3424553,84.5,23.659480813992367,16.502194592987756,20.611758673321745,85.74908289566551,NA
EGY,egypt,garbia,5021750,84.5,26.696102952158114,21.75611689152188,26.821598048489076,81.44603895876935,NA
EGY,egypt,giza,6295317,84.5,26.599215575641384,20.866056467053205,25.976664876447046,82.02343337757256,NA
EGY,egypt,helwan,1837893,84.5,25.309722056724738,19.041783172360958,23.747399875836077,83.5661606043442,NA
EGY,egypt,kafr ash shaykh,3396098,84.5,25.860605612676665,19.963022268497554,24.90723765921949,82.76704485530159,NA
EGY,egypt,luxor,3230889,84.5,26.04591275032971,19.77252700417749,24.58975842252705,82.99965659135921,NA
EGY,egypt,matrouh,492604,84.5,22.78992456415295,14.54657290643194,18.687586783704557,87.0644831690364,NA
EGY,egypt,menia,5456122,84.5,23.995700426053524,17.77553727720898,21.797756721715533,84.933744365137,NA
EGY,egypt,north sinai,471959,84.5,23.208568964677017,15.629662746128373,20.182219218194803,86.03249114520541,NA
EGY,egypt,port said,705527,84.5,28.016871076514434,24.404452274682615,29.56516192860089,79.54802875410863,NA
EGY,egypt,qena,2515101,84.5,24.428836853867896,17.98517832882258,22.11463476019452,84.7170336592447,NA
EGY,egypt,red sea,2727262,84.5,22.90740145244571,14.851349081973057,18.928867120210672,86.93534257742748,NA
EGY,egypt,sharkia,6937290,84.5,25.05690190261615,18.760322834997528,23.454328707607726,83.7768025807484,NA
EGY,egypt,sohag,4858273,84.5,23.92594158459189,17.73512110167543,21.802953436334267,84.9302049537768,NA
EGY,egypt,south sinai,170910,84.5,27.615645661459247,14.557837458311393,20.29875373003335,85.9360737230121,NA
EGY,egypt,suez,680275,84.5,25.88536988717798,20.6587924001323,25.671412296497742,82.23857195810518,NA
ERI,eritrea,anseba,691328,88.5,21.1295593408628,12.59046357156082,11.068118172560638,92.12183316197232,NA
ERI,eritrea,debub,1212307,88.5,21.12980787869739,12.590919626794204,11.06856596555163,92.12151304809754,NA
ERI,eritrea,debubawi keyih bahri,120939,88.5,21.12840357535617,12.588329653792407,11.065909260040186,92.12341068637909,NA
ERI,eritrea,gash barka,971955,88.5,21.12974880524304,12.590788668199659,11.068413661126286,92.12162205472475,NA
ERI,eritrea,maekel,984493,88.5,21.129841451386653,12.591008773043589,11.068641422539317,92.12145930382441,NA
ERI,eritrea,semenawi keyih bahri,558412,88.5,21.129648001833772,12.590667822324736,11.06835096666977,92.12166734131787,NA
ESH,western sahara,eddakhla-oued eddahab,147707,NA,26.22529060911128,17.32551605543407,NA,NA,NA
ESH,western sahara,guelmim-oued noun,413521,NA,28.099690221294686,24.118291453154736,NA,NA,NA
ESH,western sahara,laayoune-sakia el hamra,378003,NA,26.81739562913522,20.772639370587004,NA,NA,NA
ESP,spain,andalucia,8115645,81.5,39.30289212995393,43.3689817630022,45.000901345487634,71.04026965050836,NA
ESP,spain,aragon,1277725,81.5,42.92496977049052,49.33404292786007,50.92939404018861,66.8946854942965,NA
ESP,spain,canarias,2157484,81.5,39.48717209490314,43.59267554243739,45.42040636222563,70.95818679072475,NA
ESP,spain,cantabria,558801,81.5,43.103635283401424,50.17328172283156,51.77535473272239,66.49463479199214,NA
ESP,spain,castilla y leon,2252653,81.5,45.15297540278063,53.58358344583032,55.11788988361723,64.01611076521772,NA
ESP,spain,castilla-la mancha,2151538,81.5,40.67201532113307,44.91141685622099,46.51188126819048,69.86044569447529,NA
ESP,spain,cataluna,7561761,81.5,40.82611199957259,45.49916613339142,47.1427462465423,69.52814681548385,NA
ESP,spain,ceuta y melilla,166582,81.5,34.83765352799222,36.28507281699103,37.77214825131166,76.00539733104416,NA
ESP,spain,comunidad de madrid,6432725,81.5,40.0583440921227,44.01093471273838,45.73465521998842,70.5768897832878,NA
ESP,spain,comunidad foral de navarra,625231,81.5,41.44861579160342,47.03714307192062,48.68475811340129,68.50004609080483,NA
ESP,spain,comunitat valenciana,5099677,81.5,40.935137656757476,46.086185458412366,47.73369764398804,69.15462583234194,NA
ESP,spain,extremadura,987581,81.5,41.88610908877348,48.10272777625329,49.64550755836736,67.7797356553032,NA
ESP,spain,galicia,2448897,81.5,44.956905700811426,52.779483988097496,54.332493363338685,64.49654819153277,NA
ESP,spain,islas baleares,1205086,81.5,39.446560660401,42.829291851369945,44.54198289582652,71.43158498264854,NA
ESP,spain,la rioja,701095,81.5,35.329086643036966,36.15866608662164,37.49098196392786,75.91400263273879,NA
ESP,spain,pais vasco,1968085,81.5,43.39346496721432,51.24470741863284,52.85562361381749,65.73832388092993,NA
ESP,spain,principado de asturias,934229,81.5,45.92147535561409,55.26362380101667,56.80397418620059,63.017501799237664,NA
ESP,spain,region de murcia,1506025,81.5,38.29416045550373,40.85172556896465,42.518935608638635,72.66667184249928,NA
EST,estonia,harju,571187,80,39.50860488771628,43.45526071146577,43.45526071146577,71.94528368467769,NA
EST,estonia,hiiu,5879,80,43.252253784657256,54.09423371321653,54.09423371321653,65.0767627147474,NA
EST,estonia,ida-viru,156219,80,43.804537220184486,54.243849979836,54.243849979836,64.98017045301788,NA
EST,estonia,jarva,23171,80,42.3925165077036,51.81476846057572,51.81476846057572,66.5483854818523,NA
EST,estonia,jogeva,23945,80,43.149864272290664,52.93547713510127,52.93547713510127,65.8248559615786,NA
EST,estonia,laane,18502,80,43.17206247973192,53.228840125391855,53.228840125391855,65.63546081504703,NA
EST,estonia,laane-viru,49147,80,41.75094105438786,49.88910818564714,49.88910818564714,67.7915917553462,NA
EST,estonia,parnu,71793,80,41.863524299026366,49.5853356176786,49.5853356176786,67.9877073252267,NA
EST,estonia,polva,24148,80,43.33980039754845,53.25244326652311,53.25244326652311,65.62022262713268,NA
EST,estonia,rapla,44708,80,40.98352643822135,48.27592377203185,48.27592377203185,68.83306361277623,NA
EST,estonia,saare,42507,80,42.930823158538594,52.47135765873856,52.47135765873856,66.12449149551838,NA
EST,estonia,tartu,139249,80,38.36730604887647,40.80905428405231,40.80905428405231,73.65367455421583,NA
EST,estonia,valga,23584,80,43.34735413839891,52.767130257801895,52.767130257801895,65.9335407055631,NA
EST,estonia,viljandi,37556,80,42.85520289700714,51.82660560230057,51.82660560230057,66.54074342315475,NA
EST,estonia,voru,26302,80,42.76315489316402,51.55121283552582,51.55121283552582,66.71853699338453,NA
ETH,ethiopia,addis abeba,3507619,88.5,26.172172490797887,15.531835128045548,13.77966078984063,90.18434822031698,NA
ETH,ethiopia,afar,1831779,88.5,20.936204367448255,11.230656099889778,9.233865002273745,93.4300629640366,NA
ETH,ethiopia,amhara,21935757,88.5,22.837584109816678,16.009822683575496,14.396371185184082,89.74104017517152,NA
ETH,ethiopia,benshangul-gumaz,1122404,88.5,20.656541227579375,11.677132298174277,10.229917213409788,92.71335032519485,NA
ETH,ethiopia,dire dawa,462971,88.5,23.46861466484942,14.153240699741454,12.295154556116907,91.24077429860617,NA
ETH,ethiopia,gambela peoples,570335,88.5,20.881460019111575,10.479069318909062,8.82200811803589,93.7207856859565,NA
ETH,ethiopia,harari people,252655,88.5,23.333890087273158,14.38142922166591,12.53210900239457,91.06988502345095,NA
ETH,ethiopia,oromia,38992747,88.5,20.73769097365723,12.848182765887206,11.414099652943149,91.8659321786126,NA
ETH,ethiopia,somali,6287660,88.5,21.150200472035703,11.95288867400591,10.021931847459946,92.86568608569802,NA
ETH,ethiopia,"southern nations, nationalities and peoples",21251087,88.5,20.411187672423534,11.84065360986005,10.322700198818065,92.64712299579782,NA
ETH,ethiopia,tigray,5834839,88.5,22.895080823995315,16.430808116556427,14.849458571179087,89.41533734140737,NA
FIN,finland,eastern finland,554672,95,43.820701243257275,54.69506302824012,53.57483341506332,58.92685396234172,NA
FIN,finland,kainuu,75293,95,44.402527459391976,56.479885248296654,55.40116611105945,57.52669600095626,NA
FIN,finland,lapland,177693,95,42.81690049692447,53.42562734604065,52.349164007586126,59.8665134135841,NA
FIN,finland,oulu,421045,95,38.14971677611657,43.52598890854897,42.35794273771212,67.52628320013301,NA
FIN,finland,southern finland,2385482,95,40.343664508891706,47.03919794825532,45.67834928119348,64.98069352357302,NA
FIN,finland,southwest finland,478910,95,41.91089766344407,49.72520932951912,48.454824497295945,62.85210879914806,NA
FIN,finland,tampere,524165,95,40.942165157917835,47.62176032356224,46.36379765913405,64.45519452462487,NA
FIN,finland,western finland,946401,95,42.00923498601544,50.46566941497315,49.29589043122313,62.207305600902785,NA
FJI,fiji,ba,248827,80,28.362352156317442,24.488500042197995,23.06743239278696,85.10766564721673,NA
FJI,fiji,bua,12777,80,27.138921499569538,24.37035297800736,23.068012835563906,85.10729091335995,NA
FJI,fiji,cakuadrove,54034,80,26.425361809231223,22.69608024577118,21.36950808750046,86.2038455787097,NA
FJI,fiji,kadavu,10502,80,26.671015044753382,23.772614740049512,22.517615692249095,85.46262730908398,NA
FJI,fiji,lau,8689,80,27.56795948900909,25.86028311658419,24.45620899988491,84.21107146967431,NA
FJI,fiji,lomaiviti,15728,80,26.279946592065105,23.021363173957273,21.73448626653103,85.96821566632757,NA
FJI,fiji,macuata,62052,80,28.306162573325597,25.19048539934249,23.669825307806356,84.71876078128022,NA
FJI,fiji,nadroga navosa,61687,80,28.194903302154426,24.529317360221764,23.09108888420575,85.09239301635677,NA
FJI,fiji,naitasiri,206555,80,27.104257945825566,21.797003219481496,20.514826559511995,86.75562797317906,NA
FJI,fiji,namosi,8306,80,25.638333734649652,20.39007946063087,19.212617385022874,87.59633421622924,NA
FJI,fiji,ra,26813,80,27.58423152948197,24.379964942378695,23.052250773878345,85.11746690038414,NA
FJI,fiji,rewa,96816,80,27.998750206577427,23.324657081474136,22.02012064121633,85.78381011403073,NA
FJI,fiji,rotuma,1258,80,29.400635930047695,30.270270270270274,28.72813990461049,81.45311287758346,NA
FJI,fiji,serua,21456,80,27.20064317673378,23.10961968680089,21.826994780014914,85.90849217002237,NA
FJI,fiji,tailevu,63635,80,27.132474267305728,23.194782745344543,21.865325685550406,85.88374573740866,NA
FLK,falkland islands (malvinas),east falkland,225,NA,41.422222222222224,55.37777777777777,NA,NA,NA
FLK,falkland islands (malvinas),inhabited islands,4,NA,55.75,100,NA,NA,NA
FLK,falkland islands (malvinas),mount pleasant (military base),253,NA,38.85770750988142,40.316205533596836,NA,NA,NA
FLK,falkland islands (malvinas),stanley,2226,NA,36.09029649595687,39.32614555256065,NA,NA,NA
FLK,falkland islands (malvinas),west falkland,124,NA,40.91129032258065,54.677419354838705,NA,NA,NA
FRA,france,auvergne-rhone-alpes,8012895,77.5,39.64791227140753,45.25829428689631,50.95669417857091,68.47935928437849,NA
FRA,france,bourgogne-franche-comte,2848403,77.5,41.2426621162806,48.46513642907973,53.90625554038526,66.40588217608253,NA
FRA,france,bretagne,3433684,77.5,40.76176345872247,47.507743869266946,52.986652237072484,67.00400173661873,NA
FRA,france,centre-val de loire,2588656,77.5,41.052572647736895,48.06098608698877,53.5521753373179,66.64763878900865,NA
FRA,france,corse,357461,77.5,42.658003250704276,50.760502544333505,56.653844755092166,64.65149414341704,NA
