ISOALPHA,COUNTRYNM,NAME1,tot_popn_2020,prop_vaxxed,overall_cvg,mean_age,perc_born_before_1980,perc_born_before_cessation,perc_vaxxed
AGO,angola,luanda,13683552,0.13180198854537342,93,20.720577456800925,13.357867371677804,14.17225683283585,13.180198854537343
AGO,angola,lunda norte,708774,0.13161382915103076,93,20.7009550035435,13.337530886390544,14.15202463989578,13.161382915103076
AGO,angola,lunda sul,409486,0.13178758501582374,93,20.719075365521793,13.35631062152034,14.170708066217607,13.178758501582374
AGO,angola,malanje,759274,0.13182225619950258,93,20.722691096128784,13.36005792321229,14.174436150484151,13.182225619950257
AGO,angola,moxico,963201,0.13182855151712788,93,20.723347611719067,13.360738328433156,14.17511306635784,13.182855151712788
AGO,angola,namibe,513641,0.13185846984776345,93,20.726467684710823,13.363971936262908,14.178330091157354,13.185846984776346
AGO,angola,uige,729783,0.13180090575381043,93,20.720464536439415,13.357750342311467,14.172140403635527,13.180090575381042
AGO,angola,zaire,636078,0.13174636293061695,93,20.714776465416534,13.351855290803277,14.166275583937308,13.174636293061695
ALA,aland islands,brando,458,0.5773975409836066,95,47.359631147540995,62.13114754098361,60.77868852459017,57.73975409836066
ALA,aland islands,eckero,1059,0.51237539766702,95,43.85737009544009,55.05832449628845,53.934252386002115,51.237539766702
ALA,aland islands,finstrom,2691,0.4469024780175859,95,40.896682653876894,48.641087130295766,47.042366107114304,44.690247801758595
ALA,aland islands,foglo,558,0.5591896551724139,95,47.481896551724155,59.96551724137932,58.86206896551725,55.91896551724139
ALA,aland islands,geta,466,0.49999999999999994,95,43.43263157894736,53.68421052631578,52.63157894736841,49.99999999999999
ALA,aland islands,hammarland,1663,0.45370689655172414,95,41.34549071618038,49.297082228116714,47.75862068965517,45.37068965517241
ALA,aland islands,jomala,4984,0.39451195705222064,95,37.71522693997071,43.182040019521715,41.52757442654953,39.45119570522206
ALA,aland islands,kokar,224,0.5802702702702703,95,47.5,63.08880308880308,61.08108108108108,58.02702702702703
ALA,aland islands,kumlinge,323,0.5987087912087911,95,48.52060439560439,63.681318681318665,63.02197802197801,59.8708791208791
ALA,aland islands,lemland,2051,0.435303197353914,95,39.3321389195149,47.70672546857774,45.821389195148846,43.5303197353914
ALA,aland islands,lumparland,407,0.5314213197969544,95,43.947969543147224,57.30964467005077,55.93908629441625,53.14213197969544
ALA,aland islands,mariehamn,11796,0.4592940125111706,95,42.240035746201954,49.68722073279713,48.34673815907058,45.929401251117056
ALA,aland islands,saltvik,1911,0.4801664816870145,95,42.559378468368486,51.8645948945616,50.54384017758047,48.01664816870145
ALA,aland islands,sottunga,108,0.5795798319327732,95,48.89495798319329,62.3529411764706,61.008403361344556,57.957983193277315
ALA,aland islands,sund,1013,0.4998920510304221,95,43.3910696761531,54.21000981354269,52.62021589793916,49.98920510304221
ALA,aland islands,vardo,493,0.5578097345132743,95,46.36615044247788,59.91150442477876,58.71681415929203,55.780973451327434
ALB,albania,berat,114481,0.39199233500535413,80,36.891052105055515,42.346136504537,48.99904187566928,39.199233500535414
ALB,albania,diber,109451,0.3091949477186659,80,32.11116989062146,32.41530277933847,38.64936846483322,30.91949477186659
ALB,albania,durres,297086,0.34947078410107113,80,34.65123009304184,37.315143558422285,43.683848012633895,34.94707841010711
ALB,albania,elbasan,261156,0.3437252177793102,80,34.424493031400104,36.49450523447825,42.965652222413766,34.37252177793102
ALB,albania,fier,272408,0.38669420715300745,80,36.57202632028382,41.706242689257586,48.33677589412593,38.669420715300745
ALB,albania,gjirokaster,56661,0.4276258035912214,80,39.77106655952117,47.415207271115044,53.45322544890267,42.76258035912214
ALB,albania,korce,199578,0.3962878420018423,80,37.79541607482402,43.319794696787476,49.53598025023029,39.62878420018423
ALB,albania,kukes,72070,0.27620316090606384,80,30.235098250715186,28.253998030295925,34.525395113257986,27.620316090606384
ALB,albania,lezhe,127941,0.349966499287457,80,34.670230625172536,37.26786393786327,43.74581241093212,34.9966499287457
ALB,albania,shkoder,202141,0.36409478655379457,80,35.54182551881382,39.37533376364657,45.51184831922432,36.40947865537946
ALB,albania,tirane,1040923,0.3391575533952078,80,34.5606626944146,35.91336665043068,42.394694174400975,33.91575533952078
ALB,albania,vlore,181243,0.39564837166932354,80,37.73147631519015,43.445684354361184,49.45604645866544,39.56483716693236
AND,andorra,andorra la vella,16091,0.38512316528398216,80,41.091320995532875,46.456498617315475,48.140395660497774,38.512316528398216
AND,andorra,canillo,8295,0.4362931869551178,80,43.795850823377464,52.66386825960606,54.53664836938972,43.629318695511785
AND,andorra,encamp,11833,0.3349334819251933,80,38.23814167305147,39.96795988019781,41.866685240649154,33.49334819251933
AND,andorra,escaldes-engordany,11289,0.39545401772477773,80,41.37631442344324,47.600475892595554,49.43175221559721,39.545401772477774
AND,andorra,la massana,9546,0.345971621213646,80,38.81397806178928,41.19553185065916,43.246452651705745,34.5971621213646
AND,andorra,ordino,5121,0.3091173794358508,80,35.87033666969973,36.496815286624205,38.63967242948135,30.91173794358508
AND,andorra,sant julia de loria,7479,0.36351947249124256,80,39.32706573253658,43.484442612816814,45.43993406140531,36.35194724912426
ARE,united arab emirates,abu dhabi,2640723,0.10765821275511507,80,28.058479731732703,15.108939284639472,13.457276594389384,10.765821275511508
ARE,united arab emirates,ajman,480416,0.10667737155121085,80,27.908947872919562,14.969037010671752,13.334671443901353,10.667737155121085
