PUMA,ST,pop_size,perc_born_before_1980,perc_born_before_cessation,perc_foreign_born,overall_cvg,perc_susceptible
1003,13,116310,40.70415269538303,0.319963889605365,3.655747571146075,0.9696392923234906,75.163415247077765
1003,18,116237,44.72758243932655,0.35955848826105286,4.662887032528369,0.916944745924962,73.3859450036736
1003,24,191274,45.78980938339764,0.41442119681713147,36.00489350356034,0.9173513266745409,69.58377689343867
1003,26,171247,42.47432071802717,0.34176365133403797,9.18205866380141,0.829854838289864,76.86742808142313
1003,29,134513,44.332518046582855,0.3589169820017396,4.2263573037550275,0.9537672602461478,72.61171644119166
1003,34,116952,42.571311307202954,0.38822764894999656,31.931903686982693,0.9253370868644528,71.20833526348733
1003,40,156258,40.43120992205199,0.32249868806717097,7.458178141279166,0.9422138007098294,75.57927885712412
1004,13,143193,34.81664606510095,0.27586544034973776,8.201518230639767,0.9590111798039275,79.0192420907795
1004,24,182667,51.76906611484286,0.46286411886109696,28.282612622969665,0.9155434826246699,66.12948995194701
1004,26,130530,46.52187236650578,0.37310196889603925,3.6451390484945985,0.8210613042121879,75.1349293623994
1004,29,110716,43.03172079916182,0.33973409443982805,3.3798186350662958,0.9495181275086344,73.9604366129186
1004,40,122961,43.61138897699271,0.35410414684330804,4.585193679296688,0.9436082660432269,73.18838892702925
1005,13,168058,45.94247224172607,0.38104701948136954,17.550488521819847,0.9402220636379902,71.5495858159086
1005,24,164809,42.31261642264682,0.3985643987889011,41.07542670606581,0.9038760759525314,71.44465192370316
1005,29,143621,42.36288565042717,0.3521908356020359,5.771440109733256,0.9470773288326595,73.19811379209013
1005,40,127453,32.07456866452731,0.26346967117290293,16.05376099424886,0.9267951103692251,80.48586628768817
1006,13,134909,36.17030739239043,0.284517711939159,15.125010192055385,0.9455745530427616,78.43660436293894
1006,24,128408,44.41779328390755,0.3982072768051835,33.39433680144539,0.921656499161152,71.16057045183372
1006,40,110303,40.98347279765736,0.3421756434548471,7.279040461274852,0.9411129886756949,74.02902216209868
1007,13,156163,32.275250859678664,0.24228530445752194,10.3174247420964,0.9508442781044955,81.78637267490741
1007,24,121410,41.16135408944898,0.36893171896878346,37.726711144057326,0.9120961324035621,73.34781238585133
1008,13,129244,46.95227631456779,0.388621522082263,6.957382934604314,0.9616511452320169,70.08212225098426
1100,1,113488,45.95287607500352,0.3784805441985056,1.7975468772028762,0.9269850915712995,71.6579447080026
1100,5,199101,38.252444739102266,0.3032832582458149,4.019065700322952,0.9465100969075099,76.87837536883048
1100,6,125355,46.501535638785846,0.3984045311315863,11.828008455985001,0.9173409574024641,70.62841267306099
1100,9,131080,48.37274946597498,0.4111763808361306,8.304851998779371,0.9452777309940862,68.74551884566955
1100,13,117953,45.994591065933044,0.3922324993853484,2.3975651318745603,0.977378177106603,69.11775798733912
1100,16,139764,33.34907415357316,0.26243524798946793,4.682894021350276,0.9049378545783314,80.75861788798736
1100,18,123478,46.729781823482725,0.39190787022789486,4.521453214337777,0.9189828953256529,70.89413913947233
1100,19,150643,34.584414808520805,0.2845004414410228,11.569737724288549,0.959622439387105,78.04468125608665
1100,20,109367,47.936763374692546,0.4125193156985197,4.013093529126702,0.9102946045035737,69.55938957440779
1100,21,140381,49.82796817233101,0.4027468104658038,0.8790363368262086,0.9657441852312044,68.65778965226536
1100,22,121852,44.29225617962774,0.3638594360371598,1.6126120211404,0.9128340919761063,73.16929638939538
1100,26,194410,46.98626613857312,0.38219227405997636,1.694357286147832,0.8208786293854701,74.61291213700034
1100,28,120810,40.16554920950253,0.32143034517010183,1.6621140634053473,0.9497682552888003,75.41452731322723
1100,29,121466,46.71183705728352,0.38655261554673737,0.6759093079544893,0.9554290556631228,70.23982604583942
1100,35,152018,45.25319370074597,0.3888157981291689,14.559460063939797,0.9155889324941804,71.45606643833304
1100,37,209194,43.97783875254548,0.3454018757708156,8.845855999694063,0.9691508782088415,73.28765930043392
1100,39,109794,48.396087217880755,0.41081479862287557,6.241688981182943,0.8968024930002302,70.1840612892477
1100,42,155726,50.05073012855914,0.41099752128738937,2.3046890050473268,0.9377016239891971,68.97831216253294
1100,47,109093,53.53964049022394,0.4432273381426856,1.780132547459507,0.952487192322973,66.14858010789123
1100,48,123412,46.259683012997115,0.38215084432632157,3.8902213723138757,0.9413555931196455,71.03154800759893
1100,54,99836,55.97379702712448,0.4775231379462318,1.1679153812252092,0.9410980695816945,63.789508482726895
1101,9,133969,48.88220409199143,0.4220379341489449,11.133919040972165,0.9422480279704287,67.85252101523871
1101,12,167649,41.671587662318295,0.3487584178849859,32.646183395069464,0.9206998446365164,74.68893664939995
1101,24,132205,27.560228433115235,0.26573125070912595,43.14814114443478,0.8969143529164203,81.45683699904222
1101,27,114649,42.51672496053171,0.3352929375746845,4.942912716203369,0.9566664996806205,74.1000931522939
1101,34,104720,52.6585179526356,0.46825821237585946,7.277501909854851,0.9423024227260052,64.37711204352853
1101,36,105575,49.934170021311864,0.43343594600994556,4.596732180914042,0.9561233273688852,66.60040552544997
1101,40,114163,46.102502562126084,0.3690512687998739,2.666363007279066,0.9453295167688713,71.8578005126296
1101,45,159905,52.983959225790315,0.450085988555705,4.954816922547763,0.9652953726711855,65.33105409221498
1102,12,123115,52.386792835966375,0.44265117979125207,33.404540470292005,0.9174893908511839,67.84350100899907
1102,24,127208,46.969530218225266,0.4206732280988617,27.571379158543486,0.9229249966318636,69.05886556723495
1102,27,120615,45.67425278779588,0.41707913609418396,17.49948182232724,0.935703980325816,68.67752525073301
1102,34,108138,48.78950970056779,0.4231907377610091,18.482864487969078,0.9336657857735943,68.38107406019984
1102,36,103296,50.26235285006195,0.4144981412639405,4.19667750929368,0.9576178131855123,68.09772739291287
1102,40,137585,44.32387251517244,0.3651342806265218,3.9524657484464147,0.9429966213253003,72.23353159777938
1102,45,194449,58.07332513923959,0.504656748041903,9.771713919845308,0.9487536817254779,61.371052008187796
1103,12,109292,54.36079493467042,0.4819840427478681,34.664934304432165,0.9100078493436023,64.97422019626282
1103,24,109447,37.47750052536845,0.3458112145604722,41.77090281140644,0.8934411552671845,75.46376046583578
1103,27,121228,45.271719404757974,0.3614016563830138,9.012769327218134,0.9493440318840056,72.41919266029345
1103,34,104754,48.184317543960134,0.4200603318250377,20.009737098344694,0.9264047052930218,68.7238523332658
1103,41,116611,40.30751815866428,0.3434324377631613,16.236032621279296,0.9008010474936259,74.8792893580072
1104,12,124774,59.75283312228509,0.5454742173850321,27.105005850577847,0.9203902855294969,59.84416620252486
1104,17,151958,42.381447505231705,0.34078495373721684,5.904263020045013,0.9502731657355158,73.91625190933011
1104,24,113898,41.44322112767564,0.3508753446065778,14.8492510843035,0.9243840860181899,73.95249090557164
1104,34,97891,54.47793974931301,0.457835756096066,11.420866065317547,0.9401719667891484,65.51584415912782
1104,41,112120,38.75668926150553,0.3244737780948983,9.597752408134141,0.9103152961958824,76.05014120461074
1105,12,183562,49.70091849075517,0.4447979429293645,41.09238295507785,0.9040923663368757,68.16499130773663
1105,17,108084,48.52429591798971,0.4054809222456608,2.8292809296473114,0.9577753043450452,68.66294137979484
1105,24,185091,48.41672474620592,0.40789665623936333,17.6367300408988,0.9258219236623917,69.7539459074316
1105,34,102308,51.25796614145521,0.4256754115025218,13.128983070727607,0.937936565454509,68.01674090176246
1105,41,119244,47.377645835429874,0.3957515682130757,12.469390493442017,0.9035578512726372,70.96059880875704
1106,12,186591,50.287527265516566,0.43795252718512684,38.322855871933804,0.9122114888326756,68.4747162438097
1106,24,125050,49.281887245101956,0.42139144342263096,13.725709716113554,0.9271360521728369,68.65442194589417
1106,34,101205,50.07460105726002,0.44308087545081765,19.42295341139272,0.9339009191172787,67.015721331401
1107,12,111714,41.80496625311062,0.3830048158690943,41.88821454786329,0.8997989898117167,73.32086200735685
1107,24,116429,46.15688531207861,0.3795617930240748,12.499463192160029,0.925759252530517,71.59829392367865
1108,12,150360,44.74660814046289,0.39211891460494813,29.791832934291033,0.9120684833902848,71.73049574328962
1109,12,110658,44.15586762818775,0.35303367131160873,31.831408483796924,0.918782264491957,74.19670796543107
1110,12,136855,42.40108143655694,0.3387892294764532,32.63892440904607,0.9195512304835315,75.34394142357964
1111,12,138877,47.93090288528698,0.3951770271535243,41.71029040085831,0.9141367532550071,71.47030000557335
1112,12,150746,40.965597760471255,0.32112958221113663,39.55063484271556,0.9108276629738316,77.47950132662672
1113,12,125833,48.617612232085385,0.3996169526276891,41.578918089849246,0.9041583041756466,71.48291170777105
1114,12,131758,43.58520924725634,0.38632948283975166,46.52013539974803,0.8957923133979895,72.77973714736983
1200,1,217446,45.037388593029995,0.36299587023904784,6.020345281127269,0.9211641248877405,73.00734102535881
1200,5,122366,46.52926466502133,0.3740009479757449,4.190706568818136,0.9465308339934282,71.5241881907035
1200,13,156875,45.4202390438247,0.36300876494023904,6.25402390438247,0.9706037806622012,71.69862243546271
1200,16,118906,37.0898020284931,0.29966528181925217,3.1024506753233645,0.9047546753646298,78.14077965761173
1200,18,196059,32.76105662071111,0.272229277921442,12.968035132281608,0.9178675320266859,79.96462889483239
1200,19,115898,46.96370946867073,0.40220711315121915,7.48502994011976,0.974955962139899,68.22119720506925
1200,20,134983,36.430513472066856,0.3128319862501204,20.754465377121566,0.8928905084197996,77.56370439053948
1200,21,106025,48.647017212921476,0.40209384579108703,2.291912284838481,0.9671343534594699,68.66189630775455
1200,22,118812,39.55997710668956,0.31368043631956366,4.926270073729926,0.9091290938604064,76.94885136450458
1200,26,141800,42.11354019746121,0.3512482369534556,2.667842031029619,0.8217127157572732,76.63929978452855
1200,28,102197,44.78996448036635,0.3645116784250027,1.0558039864183881,0.950048245352853,72.0863711626404
1200,29,125498,48.85097770482398,0.4169628201246235,3.0072192385536023,0.9543653653108877,68.01416494144827
1200,35,129206,39.108864913394115,0.31507050756156835,13.779545841524389,0.9173166100755759,76.92101730523532
1200,39,116975,52.66851891429793,0.45173755075870914,2.868134216712973,0.9003502523414829,67.13933573220343
1200,41,193740,43.677609166924746,0.3633735934757923,8.255393826778157,0.9098394251432868,73.16328822578187
1200,42,161837,40.84356482139437,0.32842922199497027,9.610904799273342,0.9329019889950442,75.28374953807511
1200,47,161180,53.91177565454771,0.44042685196674525,2.5263680357364438,0.9556360566530434,66.04542447533824
1200,48,117820,47.68884739433034,0.39895603462909524,4.345611950432864,0.9368080524652964,69.99518291866916
1200,54,174439,50.99776999409536,0.41476390027459453,1.6125981001954837,0.9408091743006239,68.54913945166876
1201,22,125884,40.24498744876235,0.3174986495503797,4.810778176734136,0.9135578134553122,76.51354183140522
1201,24,184004,38.85513358405252,0.3186669855003152,14.654029260233473,0.9403053931839881,75.96286443183689
1201,27,133615,49.05661789469745,0.4148860532125884,5.557010814654043,0.9548431590953328,68.08866521962096
1201,34,118417,58.30919547024498,0.51443627181908,6.228835386811015,0.9420874836210479,60.902386105092376
1201,36,102417,53.799662165460816,0.4716892703359794,2.67728990304344,0.9610118120919467,63.45736888644525
1201,37,155260,29.95877882262012,0.2442741208295762,10.57129975524926,0.9664364409997733,81.04677737308722
1201,40,197538,42.191375836547905,0.3560884488047869,11.090018123095303,0.9326235499827815,73.34109947141985
1201,45,170692,42.44721486654325,0.3564549012255993,4.427272514236169,0.967474428095097,72.39889982774983
1202,24,115643,43.83922935240352,0.3632472350250339,8.585906626427885,0.9578014286855191,72.03194241127966
1202,27,128951,42.690634427030425,0.34161813401989904,9.679645756915416,0.9476244960508177,74.22813999062163
1202,34,110418,52.352877248274744,0.4479161006357659,9.344490934449093,0.9394637477241325,66.2859330914431
1202,36,126422,47.81288066950373,0.4015361250415276,14.090110898419578,0.9489329368718975,69.4040852904896
1202,37,137807,42.08929880194765,0.3593141132163098,14.597226555980466,0.9542571288023106,72.60991174577825
1202,40,217049,39.606724748789446,0.3329017871540528,14.222134172467968,0.9311860141295933,75.17529342351487
1202,45,218786,42.36377099083122,0.3668881921146691,4.883767699944238,0.9662477045330655,71.49779211432629
1203,24,136866,47.80003799336578,0.3827904665877574,6.538512121344965,0.953970265674451,70.80942307411613
1203,34,153916,30.012474336651163,0.25436601782790613,7.582057745783414,0.9441333465222265,80.70805283188346
1203,36,110792,53.98855513033431,0.46256047368041014,4.8613618311791464,0.9571504221567846,64.35878935072957
1203,37,129981,45.21814726767758,0.35406713288865294,14.515967718358839,0.9481740497558737,73.47655049514539
1203,40,126460,38.83520480784438,0.31601296852759764,9.003637513838369,0.9360041805136197,76.21854736950101
1203,45,177861,50.96845289298947,0.3970010288933493,5.170891876240435,0.9629318296712905,69.39773163675423
1204,17,121901,43.52712446985669,0.34899631668321013,4.511037645302336,0.9567503481899194,73.07079718994424
1204,24,143299,48.51324852232046,0.4074208473192416,9.404113078248976,0.9430162013225746,69.34757486164422
1204,34,110616,60.10251681492732,0.5335304115137051,7.92019237723295,0.9441754900210437,59.36179765925746
1204,36,150530,49.714342655948975,0.4277087623729489,5.294625656015413,0.956483676001706,67.08895313120063
1204,37,145201,41.81307291272099,0.32614789154344664,14.851137388860957,0.9572803515216345,75.31883377572225
1204,40,176275,43.854205077294,0.354871649411431,4.039143383917175,0.9448224784490671,73.01799107561074
1204,45,234856,37.72865074769221,0.30250025547569576,15.107129475082603,0.9503253086949601,76.8682516129443
1205,17,141146,50.85160047043487,0.41722755161322317,1.7428761707735254,0.9595160045975291,67.78648767815085
1205,34,112619,53.1650964757279,0.4481836990205916,8.214422077979737,0.940086214101441,66.02142501505594
1205,36,139591,38.26464456877592,0.32450516150754705,9.302175641696097,0.9519340298384383,75.18519275222975
1205,37,130194,40.651642932854045,0.33307218458607923,9.09719341905157,0.9632429316430117,74.40141402501044
1206,36,116165,34.207377437265954,0.27656350880213487,14.556019455085439,0.9445518748033207,78.94253183163164
1206,37,131740,38.78396842265068,0.31186427812357675,22.25595870654319,0.9577054964989794,76.31081224463546
1207,36,173524,53.21972753048569,0.44163919688342823,2.5973352389294853,0.9603061960238893,65.93810086488885
1207,37,136681,46.0715095733862,0.37512163358477035,19.854259187451074,0.9480091540945651,71.62894244529964
1208,37,144549,41.02553459380556,0.3113961355664861,14.934036209174744,0.9501482125256727,76.45294995328591
1300,5,143041,46.22590725735978,0.38545591823323383,7.616697310561308,0.9383383778906682,70.91443365746694
1300,9,150673,46.115760620681876,0.3846409111121435,8.673750439693908,0.9438795169478266,70.68710571441987
1300,13,143015,47.24399538509946,0.37851274341852253,2.8584414222284376,0.9767269605926658,70.27129765043853
1300,16,129727,40.8488595280859,0.32014152797798456,4.6767442398267125,0.9001450085649425,76.65561259492915
1300,17,194337,46.586084996681024,0.39449512959446736,3.5073094675743683,0.9565607223427698,69.59698081549755
1300,18,136111,48.17097809875763,0.39664685440559544,3.970288955337923,0.9212193222231175,70.402246840475
1300,19,123440,35.393713545042125,0.29874432922877514,7.576960466623461,0.9708810042029549,76.62188664316815
1300,21,169666,43.0321926608749,0.35358881567314604,5.791967748399797,0.9552205300111529,72.6839129987151
1300,22,172335,44.37926132242435,0.36896161545826445,3.743870949023704,0.91042711993519565,72.90411493954628
1300,24,172083,53.72058832075219,0.4614284967137951,7.127955695797958,0.9521498890076523,64.85260532847745
1300,25,130761,49.764838139812326,0.408661603995075,11.607436468060047,0.9695021782054999,68.18654543389391
1300,26,110532,61.455506097781644,0.5384232620417616,1.5651576014185937,0.8216974940173646,64.21808584918382
1300,28,181568,42.12856891082129,0.3355051550934085,3.7864601691928095,0.94588852178629,74.45465367317333
1300,29,108900,51.71258034894398,0.43993572084481175,1.898989898989899,0.9595749675746669,66.18984567198731
1300,36,102484,49.01838335740213,0.4085613364037313,3.1800085867062178,0.9595568056338515,68.39616648633289
1300,39,96652,49.248851549890325,0.4097380292182262,1.030501179489302,0.9031298280440567,70.0845796082018
1300,42,140079,51.81147780895067,0.43954482827547314,0.7574297360774991,0.9382768010972885,66.78054331212687
1300,45,186576,48.58985078466684,0.40912550381613927,3.1676099819912524,0.9815206285857884,67.65958119176226
1300,47,129837,46.85028150681239,0.38260280197478375,3.9957793233053756,0.9533117189018899,70.61349949182849
1300,48,122310,52.18870084212247,0.452473223775652,6.195732155997057,0.9384531047483331,65.90461264541298
1300,54,94219,51.43336269754508,0.4237574162323947,0.8512083550027064,0.9390601990657901,67.96113682809566
1300,55,110763,59.3338930870417,0.5114433520218845,2.1442178344754113,0.93544038017148,61.44777923137925
1301,1,97088,45.28366018457482,0.37850197758734344,3.1569297956493076,0.9193831662546578,71.9746707958136
1301,6,129402,38.22120214525278,0.33298557982102284,41.157787360319006,0.8855571820406659,76.72933793351768
1301,20,161753,42.50183922400203,0.3479749989181035,4.322640074681768,0.9098810129183892,74.38000391801977
1301,27,132289,42.90530580773912,0.38024325529711467,9.427087664129292,0.9510443834170438,70.7298909991692
1301,34,157809,38.83048495332966,0.3501131114195008,44.677426509261196,0.8979009977352223,75.27325074181768
1301,37,178042,36.98846339627728,0.3033497714022534,15.338515631143213,0.9507297531872385,77.04351169376305
1301,40,126030,46.3104022851702,0.36612711259223996,3.7570419741331427,0.9440020737334885,72.21834822873359
1301,41,127990,39.203062739276504,0.27924837877959213,11.505586373935465,0.9110380204325474,79.51882705457662
1301,51,122993,37.751741969055146,0.3049929670794273,19.218166887546445,0.9171563894601218,77.70554134761973
1301,55,99569,51.53411202281835,0.4446363828099107,4.07355703080276,0.9426683086447085,66.11419152122156
1302,1,102905,42.14372479471357,0.34931247266896653,5.668334871969292,0.9205621907510851,74.00964390422735
1302,6,124012,50.05886527110279,0.4438038254362481,27.305422055930073,0.9150002816938697,67.55404973738489
1302,20,166774,41.0369721899097,0.3505462482161488,7.729622123352561,0.9123527586121439,74.09379628579889
1302,27,110230,46.65154676585321,0.4345640932595482,16.758595663612446,0.9406757836369587,67.11531428063952
1302,34,124447,37.59994214404526,0.32036127829517785,28.234509469894814,0.9193835273516756,76.31283864475469
1302,37,143606,41.15844741863153,0.3402295168725541,15.935963678397838,0.9547359215126681,73.64750447016262
1302,40,145648,47.125947489838516,0.3917252554103043,2.217675491596177,0.9463930700467689,70.16366612297247
1302,41,121932,44.9791687169898,0.3776449168388938,24.461995210445167,0.9030677416880765,72.6573569271704
1302,51,113885,34.955437502744,0.2988102032752338,30.43333186986873,0.9129071872343367,78.28645192585235
1303,1,177499,37.05542003053539,0.29205798342525874,6.468205454678618,0.9216569949450787,78.1913585032433
1303,6,141511,40.884454212040055,0.35190197228484005,22.793987746535606,0.9123275845493218,74.29190013160648
1303,20,121649,39.926345469342124,0.3380052445971607,11.048179598681452,0.9063615116233665,75.28167365193953
1303,27,142627,30.39606806565377,0.262720242310362,26.48516760501167,0.9306994039599659,80.2602465246622
1303,41,117429,35.845489615001405,0.2833116180841189,13.879024772415672,0.9143463231222916,79.24412391871016
1304,1,173452,46.94958835873902,0.39416092060051194,3.0579065101584297,0.9191197727262452,70.69320839343753
1304,6,122203,56.48961154799801,0.5125815241851673,20.769539209348377,0.9094363202434825,62.50084001264682
1304,20,166590,39.722672429317484,0.3349480761150129,10.477819797106669,0.9084639667638134,75.43593638051608
1304,27,165158,36.637038472250815,0.3058101938749561,19.479528693735695,0.9365774591366458,77.06318142712763
1305,1,107222,48.52642181641828,0.4015966872470202,3.0124414765626457,0.9229722701021504,70.14202108017649
1305,6,138075,50.72388194821655,0.441303639326453,33.830164765525986,0.9226849046409299,67.37573056493179
1305,41,130473,42.70385443731654,0.31982862354663416,10.033493519732053,0.9122347634860001,76.57815881174947
1306,6,120802,48.586116123905235,0.4352494164003907,22.097316269598185,0.9151838261524843,67.93166359307254
1307,6,133911,41.37748205897947,0.34685724100335297,32.72173309138159,0.8998587986176638,75.1271063009391
1308,6,121969,46.478203477932915,0.41404783182611976,26.593642646902083,0.9135230442686383,69.79213331928122
1309,6,122338,42.452059049518546,0.35506547434157826,13.71446320848796,0.9163089535210707,74.30225063826119
1314,41,147111,44.16189136094514,0.3692381942886664,13.109148873979512,0.9115431814727686,72.8711016333529
1316,41,169096,41.62901547050196,0.3561882007853527,20.60368074939679,0.8988152371013148,74.46648045230359
1317,41,110900,48.17222723174031,0.41006311992786293,7.660054102795311,0.9093122928528573,69.8639644986441
1318,41,185433,44.98282398494335,0.37157356026165783,10.640500881720081,0.9080780568475754,72.71837914248988
1319,41,122381,51.28328743840955,0.44122862209003033,12.131785162729509,0.9092688588893748,67.49146175966257
1320,41,122165,43.36266524782057,0.3526787541439856,14.229116359022633,0.9077988737551634,74.39998030585227
1321,41,121903,41.62161718743591,0.36398612011189224,22.526106822637672,0.9034205434277667,73.46499265409581
1322,41,121843,37.46460609144555,0.3176875159016111,20.551036990225125,0.904923266633663,76.91850053754338
1323,41,122653,40.03081865099101,0.3393394372742615,20.30688201674643,0.9047129768055755,75.34838635834889
1324,41,111796,43.895130416115066,0.36334931482342836,15.842248380979642,0.9125676862827886,73.26212269263677
1400,1,116286,51.13599229485922,0.41821027466762983,1.884147704796794,0.9211847245485917,68.90576550945633
1400,5,191593,43.56056849676136,0.3707651114602308,7.913650289937523,0.9416001011329901,71.82929950378241
1400,13,153134,42.69593950396385,0.3477477242153931,4.67499053116878,0.9730918183217927,72.7863137809263
1400,18,131905,48.26731359690687,0.40244873204199993,1.8740760395739358,0.9223109769189665,70.04038611480658
1400,19,157759,45.72670972812961,0.3808150406632902,3.2042545908632785,0.9790595235472662,69.86566886966176
1400,20,102057,48.68063925061485,0.40046248664961737,2.010641112319586,0.9181699108857364,70.22183310193459
1400,21,106358,49.31269862163636,0.40557362868801594,2.567742906034337,0.9639934930998484,68.48725912644082
1400,22,115012,49.47657635724968,0.40261016241783465,1.7650332139255036,0.9131500663339706,70.28228232644231
1400,24,181708,47.72327030180289,0.4060250511810157,6.235278578818764,0.9551871546455688,68.88442864792732
1400,25,128441,48.34437601700392,0.40152287820867166,15.304303143077366,0.9544290760740669,69.36638365256933
1400,26,186162,49.695426563960424,0.4215414531429615,2.6358762797993145,0.8172685682458418,72.09064058870223
1400,28,118158,46.77635031060106,0.3724081314849608,2.0734948120313477,0.9484619155766241,71.48517596006296
1400,29,148037,43.1236785398245,0.3752034964231915,4.1644994156866195,0.9537450670539847,71.24677705397018
1400,36,134898,50.09636910851162,0.43182256223220505,3.4529792880546784,0.9575052695016475,66.73399551996009
1400,37,148268,41.088434456524666,0.34736423233604014,13.924784849057112,0.9537671630498579,73.61440667414442
1400,39,126867,53.5450511165236,0.4505190475064438,1.497631377742045,0.9028513617554004,67.07617462718133
1400,40,117537,39.83171256710653,0.343125994367731,3.853254719790364,0.9430139151388871,73.8111398496596
1400,42,108706,54.591282909866976,0.455862601880301,2.3218589590271006,0.933325036209474,65.69307965500228
1400,45,222262,53.688439769281295,0.4728833538796555,8.867012804707958,0.9523756512616024,63.91164837182011
1400,47,123953,51.41706937306883,0.4188845772187845,4.3040507289053105,0.95210806027714745,67.95453299080148
1400,48,136188,37.37407113695774,0.29938761124328134,8.91414808940582,0.9334603870995473,77.60606651097707
1400,55,155746,54.0527525586532,0.46458336008629436,1.7881679144247684,0.9470675745709525,64.4859863563552
1401,27,123307,52.71720178092079,0.45089897572724985,4.772640644894451,0.9548127891000177,65.44600374228418
1401,34,114965,42.86000086982995,0.37393989475057626,28.274692297655807,0.922410484116014,72.59434216628138
1401,55,153620,49.11014190860565,0.39960942585600834,2.513995573493035,0.944221239120849,69.61372352609247
1402,27,118354,45.23041046352468,0.37321087584703516,14.181185257785964,0.9432342307929971,71.54073323151772
1402,34,192521,38.83004970886293,0.3419678892172802,31.45007557617091,0.9108607388386927,75.27463937143362
1403,27,118142,40.293037192531024,0.36451050430837467,19.419850688154934,0.9385049418364246,72.51834044605046
1403,34,104896,53.63884228187919,0.45090375228798046,15.47437461866992,0.9314005457696546,66.4318091371943
1404,27,111318,48.52674320415387,0.4304694658545788,12.54334429292657,0.9421533565976674,67.38277550739582
1404,34,104836,51.15132206493952,0.434364149719562,30.387462322103094,0.9250588837884234,67.78976431388806
1405,27,152617,27.316091916365803,0.212079912460604,11.430574575571528,0.9456563019485116,83.9574617636556
1406,27,134888,36.237471087124135,0.29273174782041395,20.37097443805231,0.9312314935518289,78.0704205453419
1407,27,147718,33.100908487794314,0.281299503107272,11.257260455733222,0.9425798085757555,78.74375753411145
1408,27,118713,44.856923841533785,0.38665521046557666,13.645514813036483,0.9452730288987797,70.57692004272641
1409,27,118687,43.34004566633246,0.37538230808765916,14.376469200502163,0.9532714341222287,71.4150287259691
1410,27,121645,41.71975831312425,0.3638538369846685,15.017468864318303,0.9468762243228164,72.12806418310684
1500,1,113041,42.858785750302985,0.3443087021523164,3.472191505736857,0.9191094527471497,74.41510518763502
1500,5,97717,47.74092532517372,0.39923452418719363,5.827031120480571,0.9412781146805425,69.84377779442599
1500,6,129994,46.99370740188009,0.41542686585534716,5.9318122374878834,0.9253830342242573,69.04195261747192
1500,9,116659,48.030584867005544,0.3977661389177003,4.850890201356089,0.9509941306419581,69.40997376825135
1500,12,188911,70.59197188093864,0.6447057079788895,11.866963808354198,0.9298251057245009,52.023565190347476
1500,13,169042,40.686338306456385,0.3310656523230913,8.791306302575691,0.9595476246536225,74.57900659242644
1500,17,103839,47.896262483267364,0.3987808048998931,3.035468369302478,0.9561423383966201,69.22509529944918
1500,18,104531,49.56137413781558,0.422161846724895,1.543082913202782,0.919944346274939,68.63932341422434
1500,19,206194,41.76455182983016,0.3342192304334753,11.830606128209356,0.9683443271754483,74.06072002851775
1500,20,126229,44.80111543306214,0.38069698722163686,2.2372038121192435,0.9190268542549779,71.88903594482608
1500,21,111188,43.54066985645933,0.367845450947944,5.691261646940317,0.964027371231152,71.3158144181183
1500,22,128269,39.5216303237727,0.3239909876899329,8.283373223460073,0.911497586620682,76.08223370972851
1500,24,206235,44.66506655029457,0.36898683540621136,5.5863456736247485,0.9517979962328239,71.9809095324583
1500,26,190546,48.64599624237717,0.4058180176965142,1.5355872072885288,0.8205496579414648,72.88664943586356
1500,28,114383,44.18488761441823,0.35131094655674355,1.220461082503519,0.9488952100234257,73.17995642032808
1500,29,107804,48.405439501317204,0.41856517383399505,3.2818819338800043,0.9599673105754801,67.70920537443148
1500,36,118884,47.26540156791494,0.3915413344100131,2.4267353050031963,0.9612838842235598,69.72017093430594
1500,37,135892,50.172195567067966,0.43711918288052276,11.40170135107291,0.960562632840408,66.46527414228262
1500,39,190392,48.644375814109836,0.4109573931677802,3.2180973990503805,0.9019679387657527,69.98239717406037
1500,45,197939,47.40399820146611,0.4032151319345859,5.238987768959124,0.9698541844249544,68.60429212719461
1500,47,152646,51.24274465102263,0.4283309094244199,5.787246308452236,0.9476403387337698,67.22580268505006
1500,55,188360,44.30080696538543,0.3623115311106392,3.192822255255893,0.9466632110684579,72.35787318367953
1501,22,172612,39.67395082613028,0.33961717609436193,8.80935276805784,0.9107217886396134,75.02710341852259
1501,27,156696,45.57231837443202,0.387329606371573,13.531934446316434,0.9476541407461567,70.45278386435028
1501,34,132195,50.30901320019668,0.4181323045500964,20.726956390181172,0.9281206322381935,68.80874958759205
1501,40,151129,38.782761746587354,0.3222280303581708,5.318635073347934,0.9424206606587486,75.55439146197452
1501,42,98755,52.7294820515417,0.4560781732570503,1.9877474558250217,0.93557785191572,65.59516501247484
1501,48,113415,42.58872283207688,0.343446634043116,7.89049067583653,0.9359722703634716,73.95852938749803
1501,55,171695,43.99254491977052,0.36936427968199426,4.957628352601998,0.9436303001717379,71.86389418772164
1502,22,139401,36.71566201103292,0.3062244890639235,2.8213570921298987,0.911848651062734,77.44459645978662
1502,27,155719,42.84640923715153,0.3348017904045107,5.283876726667908,0.9537175709591893,74.42423989140879
1502,34,132356,50.33017014717882,0.4176614584907371,17.240623772250597,0.9316595727013561,68.81903410545796
1502,42,151244,51.14516939514956,0.4421332416492555,2.758456533812912,0.9349710268721254,66.68429263549652
