ISOALPHA,COUNTRYNM,NAME1,mu,sigma,tot_popn_2020,prop_vaxxed,overall_cvg,mean_age,perc_born_before_1980,perc_born_before_cessation,perc_vaxxed,diff
TUN,tunisia,ben arous,28.32633049379236,2.63544697217132,729724,0.28005787667188736,84.5,31.93539800659856,31.307865252451943,32.72816130764423,28.005787667188734,0.3205428266036243
TUN,tunisia,bizerte,29.51061564679104,2.565468092039378,602590,0.2921710843605432,84.5,32.53568140544766,32.822896528026014,34.18794068178073,29.21710843605432,0.2935072107367205
TUN,tunisia,gabes,26.37168548619545,2.4378737122169394,398728,0.260773638066353,84.5,31.056899064038404,29.240210661448685,30.512822234107897,26.0773638066353,0.29432167956014865
TUN,tunisia,gafsa,26.19491221058056,2.4971084509867563,348785,0.25879016028060103,84.5,30.94780404384731,28.94483342677473,30.273997146867117,25.879016028060104,0.3158961825204578
TUN,tunisia,jendouba,31.65457371548553,2.5116960153372343,395610,0.313789390134889,84.5,33.57600652646765,35.447028340792414,36.74363485484765,31.3789390134889,0.27563470199662987
TUN,tunisia,kairouan,25.12468131231771,2.4376856592936846,590845,0.24804267812003364,84.5,29.970397805137356,27.74619819482304,29.037872509939533,24.804267812003364,0.3204135003143449
TUN,tunisia,kasserine,23.33176527212448,2.3389686292546763,459235,0.23000196655368976,84.5,29.294352794862547,25.686868878607992,26.91224692830526,23.000196655368978,0.33156861675550076
TUN,tunisia,kebili,24.166707031616856,2.470551727410562,166832,0.23869194310082997,84.5,30.14899826731992,26.619766615173617,27.938339382371336,23.869194310082996,0.29751272153385955
TUN,tunisia,kef,32.08393217497501,2.591985192383042,236170,0.318464873403589,84.5,33.814952027833876,35.921468677011646,37.29630124083233,31.846487340358895,0.23744483461611665
TUN,tunisia,mahdia,25.350391880852765,2.425129455095914,435080,0.2504988430551604,84.5,29.942931733990516,28.052282310961736,29.315100834308627,25.04988430551604,0.3005075753367237
TUN,tunisia,manubah,28.203849065795804,2.590814691064429,410831,0.2791012534624786,84.5,32.04019867082706,31.23009556756213,32.62976338003564,27.91012534624786,0.29372371954794474
TUN,tunisia,medenine,25.397263465476897,2.476170106272042,514430,0.2506955924776207,84.5,30.72010514138261,28.013248851846768,29.350902873372327,25.06955924776207,0.32770421771482816
TUN,tunisia,monastir,23.879237033057528,2.421424706845477,617553,0.23582833649053817,84.5,29.571617376469163,26.282729511712983,27.578726396954035,23.582833649053818,0.29640338400371036
TUN,tunisia,nabeul,27.50309492590521,2.6569287584563193,856497,0.27214503706931426,84.5,31.519352299388977,30.37763351859896,31.83725489579508,27.214503706931424,0.28859121897378515
TUN,tunisia,sfax,27.317511313534705,2.515224975626264,1030014,0.2703617733733155,84.5,31.56198937768691,30.289519294676325,31.630750808320578,27.03617733733155,0.2813339762031539
TUN,tunisia,sidi bou zid,24.708372286142787,2.442847411917908,454642,0.2439169212412989,84.5,30.18353059885413,27.261164838550343,28.544379590225866,24.39169212412989,0.31668016201289717
TUN,tunisia,siliana,29.113938864335054,2.479484554900445,218665,0.28817300600536605,84.5,32.13388938752445,32.46886171107424,33.755748524598644,28.817300600536605,0.2966382637984495
TUN,tunisia,sousse,25.07695017670177,2.468825591389105,775695,0.24784700624845793,84.5,30.489139879408096,27.640306141766537,28.979064634930257,24.784700624845794,0.2922495518559778
TUN,tunisia,tataouine,24.131595934698915,2.3136632231456984,154481,0.238324893745878,84.5,30.165710778790498,26.686811736216715,27.922570430735615,23.8324893745878,0.29910656011111314
TUN,tunisia,tozeur,26.065023919965792,2.5627680696830946,115384,0.2576927434798671,84.5,30.632913073589553,28.75564189536871,30.129684453138307,25.76927434798671,0.29574957197908347
TUN,tunisia,tunis,30.03764524650906,2.683266379139485,1121987,0.29743171334842167,84.5,33.46157679036136,33.371919457957326,34.80148614256224,29.743171334842167,0.29447391166689485
TUN,tunisia,zaghouan,25.638935496749127,2.5446445165068052,188408,0.2533665704285331,84.5,30.88386944669269,28.24761184729539,29.6457248513632,25.33665704285331,0.3022784538958163
TUR,turkey,adana,23.061032027443133,2.869985892884756,1976820,0.22996601325995997,80,30.101643707513578,27.51431620088959,28.745751657494996,22.996601325995996,0.06443070144713658
TUR,turkey,adiyaman,18.639111483739313,2.388697300221738,579088,0.18589360928020843,80,27.45523534737323,22.26238080330323,23.23670116002605,18.589360928020845,0.04975055571846809
TUR,turkey,afyonkarahisar,27.014413406940555,3.176285425698993,659677,0.2696406182129397,80,32.674117888235976,32.45276743615952,33.70507727661746,26.96406182129397,0.050351585646584596
TUR,turkey,agri,13.250049253613954,1.7688639449144377,571937,0.13143348424971682,80,23.115296058093588,15.791646833523362,16.4291855312146,13.143348424971682,0.10670082864227126
TUR,turkey,aksaray,22.51910966392559,2.7586617281042343,382718,0.224473424193057,80,29.986120713632925,26.95068939484244,28.05917802413212,22.4473424193057,0.07176724461989181
TUR,turkey,amasya,29.9026810190238,3.3683763720207724,324546,0.29860651281714296,80,34.85459517423071,36.104078426218535,37.32581410214287,29.860651281714297,0.04202973730950177
TUR,turkey,ankara,25.696024894663186,3.236258262977938,6076695,0.2565185354702585,80,32.34850942512085,30.64310616977205,32.06481693378231,25.651853547025848,0.04417134763733799
TUR,turkey,antalya,25.059510753575054,3.2303998715677587,2136768,0.25003289132820417,80,31.888923654410053,29.784753122957564,31.254111416025516,25.003289132820417,0.05622162075463777
TUR,turkey,ardahan,25.15215002618299,2.8661119871023804,85447,0.2509924706507103,80,31.875296337739684,30.39884689058737,31.374058831338782,25.09924706507103,0.05290296111196113
TUR,turkey,artvin,32.70788118722341,3.6521057716655214,146348,0.3268861792072058,80,36.72183613641744,39.5530441432638,40.86077240090071,32.68861792072058,0.019263266502825616
TUR,turkey,aydin,30.61200782905982,3.5362807246653554,1078007,0.3056828527612941,80,35.03352689566829,36.84424697584108,38.210356595161755,30.56828527612941,0.043722552930411496
TUR,turkey,balikesir,33.26314211267657,3.770628863710659,1273384,0.33229752421847003,80,36.74299827392146,40.10259276261951,41.537190527308745,33.229752421847,0.033389690829565666
TUR,turkey,bartin,31.91155135840057,3.583183610658708,196615,0.3188385048839464,80,36.05409623025384,38.55569403167908,39.854813110493296,31.88385048839464,0.0277008700059298
TUR,turkey,batman,12.976449347943142,1.8752977925400705,603816,0.12900948647589178,80,23.205090160721284,15.31912975303802,16.126185809486472,12.900948647589178,0.07550070035396317
TUR,turkey,bayburt,24.324408636584025,2.8406596801638657,59014,0.24305327097779927,80,31.46554319195829,29.337203676826313,30.381658872224904,24.305327097779927,0.01908153880409813
TUR,turkey,bilecik,25.519610782578255,3.05168107033018,277611,0.2548097665730474,80,33.1415980051557,30.628757526144607,31.85122082163091,25.480976657304737,0.03863412527351784
TUR,turkey,bingol,17.428586109497232,2.2479085942144557,267896,0.17356397695653877,80,27.161484500529056,20.786377708978325,21.695497119567342,17.356397695653875,0.07218841384335661
TUR,turkey,bitlis,14.130787513197635,1.929139106921416,290576,0.1404136059884356,80,23.882787810212097,16.76804545468371,17.551700748554445,14.04136059884356,0.08942691435407468
TUR,turkey,bolu,30.810929512753745,3.48120265742587,286461,0.3077395947022212,80,35.704564393380714,37.18887348455798,38.46744933777765,30.773959470222117,0.03697004253162817
TUR,turkey,burdur,32.05484781052377,3.5920807705997753,270011,0.32044625059876075,80,36.24841618121977,38.75504117928829,40.05578132484509,32.044625059876076,0.01022275064769218
TUR,turkey,bursa,26.246344902930915,3.2319822513520897,3341310,0.26198022256807246,80,32.63600697756088,31.354725301718094,32.74752782100906,26.19802225680725,0.048322646123665436
TUR,turkey,canakkale,33.26126805125478,3.743197554704159,535885,0.33225423483422617,80,37.17154978517405,40.13878551459328,41.531779354278264,33.22542348342262,0.03584456783216439
TUR,turkey,cankiri,32.79876153345097,3.582672101502019,137583,0.32754131135273384,80,36.544435881541546,39.73886869160705,40.942663919091736,32.75413113527338,0.044630398177588404
TUR,turkey,corum,30.056774739385983,3.338778057198332,515171,0.2999165117994788,80,34.71964494167966,36.32502498108908,37.48956397493487,29.99165117994788,0.06512355943810277
TUR,turkey,denizli,27.905934442014633,3.3653307552373817,1084609,0.2788629170990628,80,33.637121534883775,33.43987001823308,34.85786463738286,27.88629170990628,0.01964273210835188
TUR,turkey,diyarbakir,14.320201401004727,2.011724713891498,1681040,0.14249882599783642,80,24.46208463541836,16.94020372044228,17.812353249729547,14.249882599783644,0.0703188012210827
TUR,turkey,duzce,26.81124760549156,3.167899187069903,379628,0.267507067075118,80,32.72816303357896,32.18369664210438,33.43838338438974,26.7507067075118,0.06054089797975948
TUR,turkey,edirne,34.283224489767896,3.873152532051221,389922,0.3426217381950064,80,37.304182845492626,41.366807708463526,42.82771727437581,34.26217381950064,0.021050670267257487
TUR,turkey,elazig,24.035944246233868,2.9082544205842855,571900,0.23987348139677112,80,31.192849491356125,28.812947166902497,29.98418517459639,23.987348139677113,0.04859610655675439
TUR,turkey,erzincan,25.35431640675469,2.9712330656387578,177713,0.25325135919697356,80,32.702372537775226,30.53456561264997,31.656419899621685,25.325135919697356,0.029180487057335114
TUR,turkey,erzurum,20.45956966197109,2.48761325809524,623120,0.2042048408173349,80,28.655930748876916,24.556115383865247,25.525605102166864,20.420484081733488,0.03908558023760378
TUR,turkey,eskisehir,29.88573973266455,3.5391209559097274,795316,0.298490577882875,80,34.96276079541294,35.86729515658188,37.31132223535936,29.849057788287496,0.03668194437705452
TUR,turkey,gaziantep,17.15989961789669,2.3038055589127606,2353457,0.17062817100324967,80,26.095577690718816,20.331662906589568,21.328521375406208,17.062817100324967,0.09708251757172448
